"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","chambervolume","respiration","correctedArea"
"22",94,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",403.412821533343,12188.8192452385,96,"94_143_7_27",2.76737565998674,0.911912524662917,7,27,15,51,143,0,0.89847376,"2021-7-27","15:51:00",2021-07-27 15:51:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",5e+06,7327764.31151714,18164.4308767005
"23",95,145,"10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,10,3,1,4,"FS",459.14232886392,16693.4808833801,97,"95_145_7_27",10.1107744330612,0.992135226108054,7,27,15,55,145,0,0.89857245,"2021-7-27","15:55:00",2021-07-27 15:55:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",5e+06,26751189.31536,58263.391618786
"24",96,229,"01-P3S1C1AA-F",1.3,1.4,0.9,1,40.8,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",83.5144123190342,281.943018094579,98,"96_229+208_7_27",0.220329767626181,0.997811299435366,7,27,16,1,229,208,0.89857245,"2021-7-27","16:1:00",2021-07-27 16:01:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2e+06,233928.435759699,2801.05468342478
"25",97,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",104.408886577512,443.392082556437,99,"97_232+233_7_27",0.336501186136665,0.992252282324111,7,27,16,4,232,233,0.89857245,"2021-7-27","16:4:00",2021-07-27 16:04:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2e+06,357241.064825276,3421.55803529294
"26",98,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",88.6034785212002,317.288291641955,100,"98_246+247_7_27",0,0.142478662466508,7,27,16,7,246,247,0.89867114,"2021-7-27","16:7:00",2021-07-27 16:07:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2e+06,0,0
"27",99,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",104.807788405142,453.571366352843,101,"99_240+241_7_27",0.8789590927501,0.999447893217669,7,27,16,10,240,241,0.89867114,"2021-7-27","16:10:00",2021-07-27 16:10:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2e+06,933230.499824383,8904.2094487951
"28",100,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,4,"AA",93.8381059972116,352.536437616457,102,"100_238+239_7_27",0,0.575404085589901,7,27,16,12,238,239,0.89867114,"2021-7-27","16:12:00",2021-07-27 16:12:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2e+06,0,0
"29",101,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",123.714424643491,609.798842025047,103,"101_248+249_7_27",0,0.658844539362332,7,27,16,15,248,249,0.89867114,"2021-7-27","16:15:00",2021-07-27 16:15:00,"3_1",158,4,14.1875,18.125,20.625,1932,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2e+06,0,0
"30",77,530,"01-P3S1C1AA-W",1.2,1.4,1,0.9,38.3,12.6676666666667,8.28,100,7.14766666666667,52.2856681105805,NA,1,3,1,1,"AA",79.3150151297157,253.876029327408,80,"80_530+531_7_30",0.230881852230165,0.995451189900953,7,30,16,1,530,531,0.87824231,"2021-7-30","16:1:00",2021-07-30 16:01:00,"3_1",239,4,14.625,18.875,22.4375,1942,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2e+06,220235.072485383,2776.71349019097
"31",10,330,"10-P6S1C1AA",11.9,11.8,11.8,12,39.7,189.685,112.385,99,77.3,34.5590482392058,NA,10,6,1,1,"AA",516.379059487342,17758.8910325877,12,"10_330+229_7_27",0.569254137997001,0.999009418410945,7,27,9,7,330,229,0.89867114,"2021-7-27","9:7:00",2021-07-27 09:07:00,"6_1",34,4,15.1875,18.875,21,2178,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,1479089.20547315,2864.34776604144
"32",1,457,"01-P6S1C2FS-F",1.2,1.3,0.9,1,37.3,10.515,6.71,92.5,3.805,35.0585579629385,NA,1,6,1,2,"FS",82.9093764120687,275.176027518747,2,"2_457+456_7_28",1.32976839237057,0.999756161142609,7,28,9,12,457,456,0.88367026,"2021-7-28","9:12:00",2021-07-28 09:12:00,"6_1",130,4,15.125,19,22.0625,2168,202,0,94206476,26,"TMS-94206476",6,1,"6_1",2e+06,1297967.11757013,15655.2512362304
"33",2,461,"01-P6S1C4FS-F",1.2,1.4,1.1,1.1,42.7,6.17,4.365,20,1.805,28.5791485646137,NA,1,6,1,4,"FS",87.3444678682327,309.155231860586,3,"3_461+462_7_28",0.0997332856905914,0.930736022078055,7,28,9,16,461,462,0.88376895,"2021-7-28","9:16:00",2021-07-28 09:16:00,"6_1",34,4,15.1875,18.875,21,2178,202,0,94206476,26,"TMS-94206476",6,1,"6_1",2e+06,102283.212532585,1171.032522482
"34",3,452,"01-P6S1C4AA-S",0.9,1,1.1,1,43,6.96,4.96,100,2,29.0851614853213,NA,1,6,1,4,"AA",81.789446495471,266.521201557495,4,"4_452+453_7_28",0.116695715524084,0.980433833022393,7,28,9,19,452,453,0.88367026,"2021-7-28","9:19:00",2021-07-28 09:19:00,"6_1",131,4,15.125,19.25,22.4375,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",2e+06,112001.730300627,1369.39098012883
"35",4,449,"01-P6S1C2AA-F",1.1,1.2,1,0.9,35.7,7.515,5.2,98.5,2.315,30.9224168181963,NA,1,6,1,2,"AA",82.8790621663416,274.38932035841,5,"5_449+450_7_28",0.158235991503518,0.986429789840176,7,28,9,21,449,450,0.88406502,"2021-7-28","9:21:00",2021-07-28 09:21:00,"6_1",131,4,15.125,19.25,22.4375,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",2e+06,151938.331458885,1833.25350803245
"36",5,444,"01-P6S1C1AA-S",0.5,0.5,0.9,0.9,39.2,7.115,5.305,100,1.81,25.4329119827981,NA,1,6,1,1,"AA",61.3033922476854,152.740569626107,6,"6_444+445_7_28",0.214358192035046,0.984426744151348,7,28,9,24,444,445,0.88376895,"2021-7-28","9:24:00",2021-07-28 09:24:00,"6_1",131,4,15.125,19.25,22.4375,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",2e+06,205770.501544194,3356.59241682443
"37",7,336,"10-P6S1C1FS",11,10.5,10.5,12.5,39.4,427.8,272.35,99,155.45,36.3370733987845,NA,10,6,1,1,"FS",441.881899933672,15325.3565526499,8,"7_336_7_28",1.2196941461054,0.992790071274307,7,28,9,28,336,0,0.88376895,"2021-7-28","9:28:00",2021-07-28 09:28:00,"6_1",131,4,15.125,19.25,22.4375,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,2918327.04251563,6604.31450791192
"38",8,338,"10-P6S1C2FS",10.4,10,10.2,8.4,36.2,357.8,234.24,98,123.56,34.533258803801,NA,10,6,1,2,"FS",372.686813411424,10818.7214707231,9,"8_338_7_28",1.28781036151154,0.967894094883728,7,28,9,32,338,0,0.88386764,"2021-7-28","9:32:00",2021-07-28 09:32:00,"6_1",132,4,15.125,19.25,22.25,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,3110429.39747569,8345.96042989577
"39",9,340,"10-P6S1C4FS",8.1,8,7.5,7.9,39,116.2,NA,70,116.2,100,NA,10,6,1,4,"FS",309.487940110641,7599.53619097861,10,"9_340_7_28",0.601266107317792,0.891718930097549,7,28,9,40,340,0,0.88386764,"2021-7-28","9:40:00",2021-07-28 09:40:00,"6_1",132,4,15.125,19.25,22.25,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,1453166.19915211,4695.38877228174
"40",10,333,"10-P6S1C2AA-b",11.1,10.2,10.4,11,39.7,320.2,236.2,98,84,26.2336039975016,NA,10,6,1,2,"AA",422.626455310559,14212.711510698,11,"10_333_7_28",0,0.209299424475349,7,28,9,43,333,0,0.88376895,"2021-7-28","9:43:00",2021-07-28 09:43:00,"6_1",132,4,15.125,19.25,22.25,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,0,0
"41",11,336,"10-P6S1C1FS",11,10.5,10.5,12.5,39.4,427.8,272.35,99,155.45,36.3370733987845,NA,10,6,1,1,"FS",441.881899933672,15325.3565526499,12,"11_336_7_28",1.40346096386875,0.994682308918026,7,28,9,48,336,0,0.88376895,"2021-7-28","9:48:00",2021-07-28 09:48:00,"6_1",133,4,15.125,19.375,22.375,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,3367400.55867853,7620.58948145192
"42",12,339,"10-P6S1C2FS-b",11.1,10.5,10.6,11.1,40.7,427.5,NA,98,427.5,100,NA,10,6,1,2,"FS",433.928640647203,14983.0719172603,13,"12_339_7_28",4.77746856341851,0.99952670001993,7,28,9,52,339,0,0.88376895,"2021-7-28","9:52:00",2021-07-28 09:52:00,"6_1",133,4,15.125,19.375,22.375,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,11463628.4305722,26418.2341443842
"43",13,341,"10-P6S1C4FS-b",10.3,9.8,11.2,11.3,39.2,310.1,170.22,80,139.88,45.1080296678491,NA,10,6,1,4,"FS",426.585732244383,13982.8079277126,14,"13_341_7_28",2.33669791124226,0.999571099021317,7,28,9,57,341,0,0.88376895,"2021-7-28","9:57:00",2021-07-28 09:57:00,"6_1",133,4,15.125,19.375,22.375,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,5608076.99339682,13146.4241991667
"44",14,330,"10-P6S1C1AA",11.9,11.8,11.8,12,39.7,371.9,219.4,98,152.5,41.0056466792148,NA,10,6,1,1,"AA",470.1348156265,17587.6679497818,15,"14_330_7_28",0.564122734761113,0.991747166018764,7,28,10,0,330,0,0.88367026,"2021-7-28","10:0:00",2021-07-28 10:00:00,"6_1",37,4,15.25,19.25,21.8125,2178,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,1387650.17068912,2951.6005293927
"45",15,332,"10-P6S1C2AA",10.1,9.2,10.1,9.6,39.4,212.5,NA,97,212.5,100,NA,10,6,1,2,"AA",384.72724023573,11767.1300701312,16,"15_332_7_28",0.197462534059946,0.910644203586403,7,28,10,5,332,0,0.88376895,"2021-7-28","10:5:00",2021-07-28 10:05:00,"6_1",134,4,15.125,19.5,22.8125,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,465028.118161645,1208.72158123431
"46",16,334,"10-P6S1C4AA",11.5,12,11.5,11.1,39.3,239.7,150.25,96,89.45,37.3174801835628,NA,10,6,1,4,"AA",455.127516537912,16401.3449679209,18,"16_334_7_28",1.11092402939304,0.999451888768595,7,28,10,8,334,0,0.88376895,"2021-7-28","10:8:00",2021-07-28 10:08:00,"6_1",134,4,15.125,19.5,22.8125,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,2613817.18082064,5743.04362149658
"47",17,331,"10-P6S1C1AA-b",12.2,12.2,11.7,12,39.3,509.2,294.14,97,215.06,42.2348782403771,NA,10,6,1,1,"AA",474.391647960969,17854.3174330393,19,"17_331_7_28",1.3914341574289,0.9997609097095,7,28,10,13,331,0,0.88376895,"2021-7-28","10:13:00",2021-07-28 10:13:00,"6_1",134,4,15.125,19.5,22.8125,2167,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,3272855.79685134,6899.05863840296
"48",56,336,"10-P6S1C1FS",11,10.5,10.5,12.5,39.4,427.8,272.35,99,155.45,36.3370733987845,NA,10,6,1,1,"FS",441.881899933672,15325.3565526499,60,"59_336_7_28",1.42683583106267,0.999636488099164,7,28,12,47,336,0,0.88347288,"2021-7-28","12:47:00",2021-07-28 12:47:00,"6_1",145,4,15.375,19.875,22.875,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,3347533.05042597,7575.62835438257
"49",57,339,"10-P6S1C2FS-b",11.1,10.5,10.6,11.1,40.7,427.5,NA,98,427.5,100,NA,10,6,1,2,"FS",433.928640647203,14983.0719172603,61,"60_339_7_28",3.76574316305292,0.999838005761996,7,28,12,49,339,0,0.88347288,"2021-7-28","12:49:00",2021-07-28 12:49:00,"6_1",145,4,15.375,19.875,22.875,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,8835505.13733974,20361.6546816583
"50",58,340,"10-P6S1C4FS",8.1,8,7.5,7.9,39,116.2,NA,70,116.2,100,NA,10,6,1,4,"FS",309.487940110641,7599.53619097861,62,"61_340_7_28",1.24683436826765,0.999669277279903,7,28,12,52,340,0,0.88337419,"2021-7-28","12:52:00",2021-07-28 12:52:00,"6_1",145,4,15.375,19.875,22.875,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,2929433.96984925,9465.42204133054
"51",59,338,"10-P6S1C2FS",10.4,10,10.2,8.4,36.2,357.8,234.24,98,123.56,34.533258803801,NA,10,6,1,2,"FS",372.686813411424,10818.7214707231,63,"62_338_7_28",3.28698980946556,0.999883537927422,7,28,12,55,338,0,0.88337419,"2021-7-28","12:55:00",2021-07-28 12:55:00,"6_1",145,4,15.375,19.875,22.875,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,7717793.87433264,20708.5241457488
"52",60,333,"10-P6S1C2AA-b",11.1,10.2,10.4,11,39.7,320.2,236.2,98,84,26.2336039975016,NA,10,6,1,2,"AA",422.626455310559,14212.711510698,64,"63_333_7_28",0.348695476302852,0.996091208733872,7,28,13,0,333,0,0.88337419,"2021-7-28","13:0:00",2021-07-28 13:00:00,"6_1",49,4,15.5,19.5625,21.0625,2177,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,888580.498006523,2102.5198182484
"53",61,330,"10-P6S1C1AA",11.9,11.8,11.8,12,39.7,371.9,219.4,98,152.5,41.0056466792148,NA,10,6,1,1,"AA",470.1348156265,17587.6679497818,65,"64_330_7_28",1.22338135740324,0.999538556017066,7,28,13,3,330,0,0.8832755,"2021-7-28","13:3:00",2021-07-28 13:03:00,"6_1",146,4,15.375,19.875,22.625,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,2899953.61039406,6168.34472581995
"54",62,332,"10-P6S1C2AA",10.1,9.2,10.1,9.6,39.4,212.5,NA,97,212.5,100,NA,10,6,1,2,"AA",384.72724023573,11767.1300701312,66,"65_332_7_28",0.267324313623244,0.991225162738517,7,28,13,7,332,0,0.8832755,"2021-7-28","13:7:00",2021-07-28 13:07:00,"6_1",146,4,15.375,19.875,22.625,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,634416.846599001,1649.00423014051
"55",63,334,"10-P6S1C4AA",11.5,12,11.5,11.1,39.3,239.7,150.25,96,89.45,37.3174801835628,NA,10,6,1,4,"AA",455.127516537912,16401.3449679209,67,"66_334_7_28",1.59537805405395,0.999825641382285,7,28,13,10,334,0,0.8832755,"2021-7-28","13:10:00",2021-07-28 13:10:00,"6_1",146,4,15.375,19.875,22.625,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,3782650.36050483,8311.18801446877
"56",64,341,"10-P6S1C4FS-b",10.3,9.8,11.2,11.3,39.2,310.1,170.22,80,139.88,45.1080296678491,NA,10,6,1,4,"FS",426.585732244383,13982.8079277126,68,"67_341_7_28",2.99238053593647,0.999876503133334,7,28,13,12,341,0,0.8832755,"2021-7-28","13:12:00",2021-07-28 13:12:00,"6_1",146,4,15.375,19.875,22.625,2163,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,7098394.29595626,16640.0180770456
"57",65,331,"10-P6S1C1AA-b",12.2,12.2,11.7,12,39.3,509.2,294.14,97,215.06,42.2348782403771,NA,10,6,1,1,"AA",474.391647960969,17854.3174330393,69,"68_331_7_28",1.30143406111847,0.996376289121701,7,28,13,15,331,0,0.88317681,"2021-7-28","13:15:00",2021-07-28 13:15:00,"6_1",50,4,15.5625,19.625,21.375,2177,202,0,94206476,26,"TMS-94206476",6,1,"6_1",5e+06,3264841.14811889,6882.16405611657
