"","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"61","61_12_7_30",3.41538461538461,0.98089961575018,7,30,13,29,"12",0,0.878341
"62","62_13_7_30",34.8,0.998219584569733,7,30,13,33,"13",0,0.878341
"63","63_14_7_30",6.25714285714285,0.940858779057924,7,30,13,34,"14",0,0.878341
"64","64_15_7_30",27.2999999999999,0.977301337529505,7,30,13,38,"15",0,0.878341
"65","65_16_7_30",32.2,0.997230023467857,7,30,13,40,"16",0,0.878341
"66","66_40_7_30",5.67692307692308,0.995842229816209,7,30,13,42,"40",0,0.878341
"67","67_37_7_30",10.2,0.994913539657952,7,30,13,45,"37",0,0.878341
"68","68_38_7_30",10.6909090909091,0.992889552581701,7,30,13,48,"38",0,0.878341
"69","69_39_7_30",7.90329670329669,0.990943338391037,7,30,13,50,"39",0,0.8793279
"70","70_20_7_30",3.95604395604393,0.992397743214022,7,30,13,54,"20",0,0.8793279
"71","71_19_7_30",9.11888111888111,0.994343375433798,7,30,13,57,"19",0,0.878341
"72","72_18_7_30",6.3054945054945,0.995035918389551,7,30,14,0,"18",0,0.878341
"73","73_17_7_30",4.53626373626373,0.995261168400936,7,30,14,4,"17",0,0.878341
"74","101_24_7_30",30,0.998225377107365,7,30,15,8,"24",0,0.8793279
"75","102_23_7_30",35.1,0.993115956632139,7,30,15,10,"23",0,0.8793279
"76","103_22_7_30",20.3214285714286,0.997587384145139,7,30,15,11,"22",0,0.878341
"77","104_21_7_30",11.569696969697,0.997685023586423,7,30,15,13,"21",0,0.8793279
"78","105_29_7_30",20.1714285714285,0.993745015683981,7,30,15,20,"29",0,0.8793279
"79","106_30_7_30",17.4642857142857,0.998634359025759,7,30,15,23,"30",0,0.878341
"80","107_31_7_30",22.3428571428571,0.998710899648328,7,30,15,25,"31",0,0.8793279
"81","108_32_7_30",26.5,0.998478644144913,7,30,15,27,"32",0,0.878341
"82","109_26_7_30",11.3636363636364,0.997127422142164,7,30,15,29,"26",0,0.878341
"83","110_27_7_30",5.6021978021978,0.993430947661178,7,30,15,31,"27",0,0.878341
"84","111_28_7_30",1.07032967032967,0.849139829218954,7,30,15,34,"28",0,0.878341
"85","112_25_7_30",2.26593406593407,0.96942593833933,7,30,15,37,"25",0,0.8793279
"86","113_1_7_30",1.04615384615386,0.938047528359695,7,30,15,43,"1",0,0.878341
"87","114_2_7_30",3.04175824175825,0.948640028526714,7,30,15,46,"2",0,0.878341
"88","115_3_7_30",15.7976190476191,0.996373078396391,7,30,15,49,"3",0,0.878341
"89","116_4_7_30",3.2131868131868,0.972316790247009,7,30,15,51,"4",0,0.878341
"90","117_6_7_30",14.5714285714285,0.996392657621708,7,30,15,55,"6",0,0.878341
"91","118_33_7_30",8.17142857142857,0.996782841823056,7,30,15,57,"33",0,0.878341
"92","119_34_7_30",6.27472527472527,0.996466960271641,7,30,16,0,"34",0,0.878341
"93","120_5_7_30",4.96483516483515,0.990611566269271,7,30,16,3,"5",0,0.878341
"94","121_8_7_30",8.92857142857142,0.99586098959119,7,30,16,8,"8",0,0.878341
"95","122_7_7_30",6.23516483516483,0.997479707593534,7,30,16,11,"7",0,0.878341
"96","123_35_7_30",4.06813186813186,0.996705769412586,7,30,16,13,"35",0,0.878341
"97","124_36_7_30",6.82637362637363,0.988774552207905,7,30,16,17,"36",0,0.878341
"98","125_10_7_30",2.72967032967031,0.977742000912731,7,30,16,20,"10",0,0.878341
"99","126_9_7_30",5.29230769230768,0.982457472043375,7,30,16,23,"9",0,0.878341
"100","127_11_7_30",22.8,0.998448818321504,7,30,16,26,"11",0,0.8773541
"101","128_12_7_30",5.10329670329669,0.987017903562406,7,30,16,29,"12",0,0.8773541
"102","129_13_7_30",40.1,0.998919086814723,7,30,16,32,"13",0,0.8773541
"103","130_14_7_30",8.58791208791209,0.994062810267094,7,30,16,33,"14",0,0.8773541
"104","131_40_7_30",4.63076923076923,0.994499110104043,7,30,16,36,"40",0,0.878341
"105","132_37_7_30",9.47902097902097,0.995549670668315,7,30,16,39,"37",0,0.8773541
"106","133_15_7_30",7.45054945054944,0.809545680605591,7,30,16,44,"15",0,0.8773541
"107","134_16_7_30",6.43516483516484,0.993216199746517,7,30,16,47,"16",0,0.8773541
"108","135_39_7_30",6.52307692307692,0.996115060078839,7,30,16,54,"39",0,0.878341
"109","136_17_7_30",3.47472527472527,0.99189518985232,7,30,16,58,"17",0,0.878341
"110","137_18_7_30",6.27912087912088,0.992751681607191,7,30,17,1,"18",0,0.8773541
"111","138_19_7_30",8.09450549450549,0.994772863862057,7,30,17,4,"19",0,0.8773541
"112","139_20_7_30",1.13186813186812,0.815913740328858,7,30,17,8,"20",0,0.8773541
