"","ID","slope","rsq","Day","Hour","Min","Sample_code1","Sample_code2"
"32","30_366_7_28",0.851232970027255,0.999431776407854,28,11,2,366,NA
"33","31_374_7_28",6.45829717063009,0.999822287044417,28,11,5,374,NA
"34","32_372_7_28",4.51276557308437,0.999867746006455,28,11,7,372,NA
"35","33_373_7_28",3.7796765607823,0.998891775178191,28,11,10,373,NA
"36","34_377_7_28",1.08066569714253,0.994422492642334,28,11,13,377,NA
"37","35_368_7_28",0.649813044754397,0.996237674835679,28,11,15,368,NA
"38","36_370_7_28",1.1024703604896,0.999371583162672,28,11,18,370,NA
"39","38_369_7_28",0.389921662125346,0.997350634127496,28,11,24,369,NA
"40","39_371_7_28",0.773570861793373,0.996542824558953,28,11,26,371,NA
"41","40_375_7_28",7.20754303322618,0.999896654211659,28,11,29,375,NA
"42","41_394_7_28",2.09501953333472,0.999366348183315,28,11,35,394,NA
"43","42_385_7_28",1.08196301564723,0.997281054729572,28,11,38,385,NA
"44","43_389_7_28",1.26329934533766,0.998967448624635,28,11,41,389,NA
"45","44_393_7_28",3.42467471179102,0.999905117020689,28,11,44,393,NA
"46","45_384_7_28",0.505288736420779,0.986526107088051,28,11,47,384,NA
"47","46_392_7_28",3.19735724398278,0.99989060923097,28,11,49,392,NA
"48","47_387_7_28",0.992332499670949,0.988448198179162,28,11,52,387,NA
"49","48_391_7_28",3.43201847857992,0.999838090686461,28,11,55,391,NA
"50","49_395_7_28",1.58633293078951,0.999363656788361,28,11,58,395,NA
"51","50_410_7_28",7.51015207404314,0.999771174347588,28,12,4,410,NA
"52","51_402_7_28",1.27023830738571,0.998564052883141,28,12,7,402,NA
"53","52_411_7_28",3.8162901267307,0.998218602228664,28,12,10,411,NA
"54","53_NA_7_28",1.20548872735994,0.998702031400308,28,12,15,0,NA
"55","54_404_7_28",0.63103342135532,0.998846767832013,28,12,18,404,NA
"56","55_408_7_28",5.08947786219956,0.999647218055079,28,12,21,408,NA
"57","56_413_7_28",1.60630941389371,0.998886031160743,28,12,24,413,NA
"58","57_409_7_28",2.8264599086439,0.999952325168807,28,12,26,409,NA
"59","58_NA_7_28",0.845655398515862,0.999113357093159,28,12,30,0,NA
"60","59_336_7_28",1.42683583106267,0.999636488099164,28,12,47,336,NA
"61","60_339_7_28",3.76574316305292,0.999838005761996,28,12,49,339,NA
"62","61_340_7_28",1.24683436826765,0.999669277279903,28,12,52,340,NA
"63","62_338_7_28",3.28698980946556,0.999883537927422,28,12,55,338,NA
"64","63_333_7_28",0.348695476302852,0.996091208733872,28,13,0,333,NA
"65","64_330_7_28",1.22338135740324,0.999538556017066,28,13,3,330,NA
"66","65_332_7_28",0.267324313623244,0.991225162738517,28,13,7,332,NA
"67","66_334_7_28",1.59537805405395,0.999825641382285,28,13,10,334,NA
"68","67_341_7_28",2.99238053593647,0.999876503133334,28,13,12,341,NA
"69","68_331_7_28",1.30143406111847,0.996376289121701,28,13,15,331,NA
"70","69_350_7_28",0.355356300141565,0.997144151933236,28,13,22,350,NA
"71","70_354_7_28",3.5988577592434,0.999881167447847,28,13,24,354,NA
"72","71_358_7_28",4.35865781895565,0.989046890546267,28,13,27,358,NA
"73","72_349_7_28",1.63630380413328,0.99979964772273,28,13,29,349,NA
"74","73_353_7_28",2.27376108761924,0.999862592200779,28,13,32,353,NA
"75","74_357_7_28",4.625111381126,0.999939898282087,28,13,35,357,NA
"76","75_348_7_28",0.732395171377627,0.99890866871505,28,13,38,348,NA
"77","76_352_7_28",1.38108638334912,0.999621502401551,28,13,40,352,NA
"78","77_356_7_28",3.511282639964,0.999933265540582,28,13,43,356,NA
"79","78_351_7_28",1.31758216099459,0.999175940338824,28,13,46,351,NA
"80","79_355_7_28",4.59877685854883,0.999836076469192,28,13,48,355,NA
"81","80_359_7_28",1.0276313444684,0.99905683370428,28,13,51,359,NA
"82","81_368_7_28",1.03674432491252,0.999502527216415,28,13,56,368,NA
"83","82_370_7_28",1.30866825613082,0.999179432138903,28,13,58,370,NA
"84","83_376_7_28",3.05131154401114,0.999685571232131,28,14,1,376,NA
"85","84_369_7_28",0.449000780113845,0.996833476311407,28,14,4,369,NA
"86","85_371_7_28",1.06180177111714,0.999615246346611,28,14,6,371,NA
"87","86_375_7_28",8.1209956804,0.999895001166555,28,14,9,375,NA
"88","87_366_7_28",0.785626643295363,0.995824937391426,28,14,11,366,NA
"89","88_374_7_28",5.27323585839788,0.999978766763028,28,14,14,374,NA
"90","89_372_7_28",4.7967177432557,0.999953097661243,28,14,17,372,NA
"91","90_373_7_28",3.16783898799239,0.999906630734579,28,14,21,373,NA
"92","91_377_7_28",1.36923550472243,0.999850892375134,28,14,24,377,NA
"93","92_384_7_28",0.994571948647289,0.999152925851094,28,14,28,384,NA
"94","93_392_7_28",3.32318467695742,0.99986474272188,28,14,31,392,NA
"95","94_387_7_28",1.47939614296332,0.999692810712799,28,14,33,387,NA
"96","95_391_7_28",3.58627322081448,0.999888040174831,28,14,36,391,NA
"97","96_395_7_28",1.71090562063981,0.999277591923702,28,14,39,395,NA
"98","97_386_7_28",1.50757102354917,0.999709942934658,28,14,42,386,NA
"99","98_394_7_28",2.57228201122493,0.999366507042904,28,14,46,394,NA
"100","99_385_7_28",1.22632519241717,0.999575095251087,28,14,48,385,NA
"101","100_389_7_28",1.42872162910878,0.999740495132852,28,14,52,389,NA
"102","101_393_7_28",3.72445113180802,0.999936147836796,28,14,54,393,NA
"103","102_402_7_28",1.94512347104674,0.999243831846843,28,14,59,402,NA
"104","103_410_7_28",6.96494891008189,0.999935319110603,28,15,2,410,NA
"105","104_411_7_28",4.04906942230785,0.999872563452231,28,15,5,411,NA
"106","105_412_7_28",1.32099469329964,0.999503320675861,28,15,8,412,NA
"107","106_408_7_28",3.49196320083322,0.999897357422807,28,15,11,408,NA
"108","107_404_7_28",0.53984261991553,0.984911003837316,28,15,13,404,NA
"109","108_413_7_28",1.83316076294274,0.999792523040192,28,15,16,413,NA
"110","109_409_7_28",3.4724350145909,0.999910184907958,28,15,19,409,NA
"111","110_405_7_28",1.33063343317502,0.999633038494553,28,15,22,405,NA
"112","111_336_7_28",1.51320951223747,0.999683375728614,28,15,26,336,NA
"113","112_339_7_28",4.99466280653982,0.999820406940069,28,15,28,339,NA
"114","113_340_7_28",1.32428631589674,0.999803634447728,28,15,31,340,NA
"115","114_338_7_28",3.66746808729747,0.999736123813863,28,15,33,338,NA
"116","115_333_7_28",0.248763856651673,0.991771204093201,28,15,36,333,NA
"117","116_330_7_28",1.19065484640414,0.998854197944144,28,15,39,330,NA
"118","117_332_7_28",0.357102354915238,0.997539745662101,28,15,43,332,NA
"119","118_334_7_28",1.32880161030907,0.999581750950658,28,15,45,334,NA
"120","119_341_7_28",2.75610426430599,0.999831644763174,28,15,48,341,NA
"121","120_331_7_28",1.35747266099637,0.999671596632841,28,15,50,331,NA
"122","121_350_7_28",0.337401226158017,0.996140496901647,28,15,55,350,NA
"123","122_354_7_28",3.65816952547862,0.999374059720532,28,15,57,354,NA
"124","123_358_7_28",3.68374318801129,0.999789357520529,28,15,59,358,NA
"125","124_349_7_28",1.44326978632072,0.997290186311513,28,16,1,349,NA
"126","125_353_7_28",2.21813146845992,0.999699635167036,28,16,4,353,NA
"127","126_357_7_28",4.80567779291582,0.999697677447805,28,16,7,357,NA
"128","127_348_7_28",0.389376968342773,0.965795727795288,28,16,9,348,NA
"129","128_352_7_28",1.34050524409859,0.999163682143528,28,16,11,352,NA
"130","129_356_7_28",3.62587193460483,0.997476946890259,28,16,13,356,NA
"131","130_351_7_28",1.45698786105392,0.999500175584797,28,16,15,351,NA
"132","131_355_7_28",4.54681129361659,0.999677316702712,28,16,18,355,NA
"133","132_359_7_28",1.169296260269,0.999310088053019,28,16,20,359,NA
"134","133_368_7_28",1.05283719346047,0.963621046812712,28,16,24,368,NA
"135","134_370_7_28",1.24865474743969,0.998926575255074,28,16,26,370,NA
"136","135_376_7_28",2.60338944117581,0.999612315973303,28,16,28,376,NA
"137","136_369_7_28",0.419611959064051,0.996960798266158,28,16,31,369,NA
"138","137_371_7_28",0.944983556628356,0.9996161950146,28,16,33,371,NA
"139","138_375_7_28",7.54884248383993,0.99616501091841,28,16,35,375,NA
"140","139_366_7_28",0.651183164573012,0.9702241912513,28,16,37,366,NA
"141","140_374_7_28",6.6885778048283,0.996885258987095,28,16,39,374,NA
"142","141_372_7_28",4.88661767680156,0.999922596195523,28,16,42,372,NA
"143","142_373_7_28",3.3754946504468,0.999767887885505,28,16,45,373,NA
"144","143_377_7_28",1.25206221754221,0.998744211177751,28,16,47,377,NA
"145","144_386_7_28",2.00519391023589,0.999536051292711,28,16,52,386,NA
"146","145_394_7_28",2.52673705722087,0.999896026670714,28,16,54,394,NA
"147","146_385_7_28",0.348312063094985,0.658968768017542,28,16,57,385,NA
"148","147_389_7_28",1.19594399120524,0.999596204792102,28,16,59,389,NA
"149","148_393_7_28",3.70643363027594,0.999930740694832,28,17,1,393,NA
"150","149_384_7_28",0.447768425464222,0.898331454690947,28,17,3,384,NA
"151","150_392_7_28",3.54854137974196,0.999907286540599,28,17,5,392,NA
"152","151_387_7_28",1.4176878642124,0.999069029941882,28,17,8,387,NA
"153","152_391_7_28",3.24921651529879,0.991510900187022,28,17,10,391,NA
"154","153_395_7_28",1.3845511497524,0.985565280012937,28,17,12,395,NA
"155","154_402_7_28",1.84303940288146,0.999598289043017,28,17,18,402,NA
"156","155_410_7_28",4.76726498637613,0.997162138711929,28,17,20,410,NA
"157","156_411_7_28",4.23488311468506,0.999896682998483,28,17,25,411,NA
"158","157_412_7_28",1.21150263264481,0.999579421354651,28,17,27,412,NA
"159","158_408_7_28",3.26324521105205,0.998559865782399,28,17,29,408,NA
"160","159_404_7_28",0.342001168987573,0.935960645625307,28,17,32,404,NA
"161","160_413_7_28",1.49709239051915,0.994534022708139,28,17,36,413,NA
"162","161_409_7_28",3.49504675867474,0.999759635065606,28,17,38,409,NA
"163","162_405_7_28",1.34643579143456,0.996854709771327,28,17,40,405,NA
