"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"15",67,122,"25-P1S5C2AA",23.6,23.2,24.4,23.4,99.4,1265.2,765.03,100,500.17,39.5328801770471,NA,25,1,5,2,"AA",8263.99068769675,43667.1383348355,67,"86_122_4_27",0.189010989010977,0.862004662004689,4,27,16,17,122,0,0.88821,"2022-4-27","16:17:00",2022-04-27 16:17:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.5637,0.0112587563075972,0.000143350937553692,2.71291148948786e-05
"16",68,123,"25-P1S5C4AA",20.8,20.1,18.9,20.8,99.6,900.9,446.72,90,454.18,50.4140304140304,NA,25,1,5,4,"AA",6942.93658419069,31763.7236191971,68,"87_123_4_27",1.18461538461538,0.990373110160391,4,27,16,31,123,0,0.88821,"2022-4-27","16:31:00",2022-04-27 16:31:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.5637,0.0705636005790146,0.000898443666760984,0.000196382435433964
"17",69,124,"25-P1S5C1FS",28.1,24.6,26.2,22.6,100.4,2083.3,1260.38,100,822.92,39.5007920126722,NA,25,1,5,1,"FS",9016.97018149604,50798.3224896249,69,"88_124_4_27",0.195604395604396,0.658711018711023,4,27,16,33,124,0,0.88821,"2022-4-27","16:33:00",2022-04-27 16:33:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.5637,0.0116515036206537,0.000148351551654412,2.6333182910119e-05
"18",70,125,"25-P1S5C2FS",19.8,22.2,20.1,19.8,100.1,1279.7,811.14,100,468.56,36.6148316011565,NA,25,1,5,2,"FS",7097.88294926561,32966.052557479,70,"89_125_4_27",0.0725274725274502,0.129874776386429,4,27,16,35,125,0,0.8891969,"2022-4-27","16:35:00",2022-04-27 16:35:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.5637,0.00432502068854917,5.50678737245851e-05,1.18566007040284e-05
"19",55,131,"10-P1S5C2FS",10.5,9.9,10.3,10.5,40,274.2,200.61,100,73.59,26.8380743982494,NA,10,1,5,2,"FS",1461.00170834616,3333.02036594853,55,"49_131_4_27",1.52614129491408,0.99896789191467,4,27,10,30,131,0,0.88445978,"2022-4-27","10:30:00",2022-04-27 10:30:00,"1_5",55694,4,6,8.875,9.75,2619,202,0,94206488,13,"TMS-94206488",1,5,"1_5",283.9,11.661397,0.482558230301682,0.000330292721456112,0.000144781062615665
"20",56,129,"10-P1S5C4AA",10.5,9.5,9.8,9.8,39.5,267,142.09,85,124.91,46.7827715355805,NA,10,1,5,4,"AA",1382.49320006498,3040.68993354424,56,"50_129_4_27",0.337935967302469,0.971245316140871,4,27,10,32,129,0,0.88445978,"2022-4-27","10:32:00",2022-04-27 10:32:00,"1_5",55690,4,5.9375,10.25,13,2626,202,0,94206488,13,"TMS-94206488",1,5,"1_5",287.15,11.661397,0.109352446384663,7.90979994545527e-05,3.59630375916695e-05
"21",57,127,"10-P1S5C1AA",14,13.4,13.3,12.9,39.9,561,351.36,100,209.64,37.3689839572192,NA,10,1,5,1,"AA",1961.92496581079,5627.88128096545,57,"51_127_4_27",0.341260197882316,0.976306095804174,4,27,10,34,127,0,0.88445978,"2022-4-27","10:34:00",2022-04-27 10:34:00,"1_5",55690,4,5.9375,10.25,13,2626,202,0,94206488,13,"TMS-94206488",1,5,"1_5",287.15,11.661397,0.0772871486175862,3.93935292961861e-05,1.37329031582428e-05
"22",58,132,"10-P1S5C4FS",10.8,10,10.4,9.8,40,302.6,127.39,90,175.21,57.9015201586253,NA,10,1,5,4,"FS",1453.12917656379,3300.8714011268,58,"52_132_4_27",0.869913975489501,0.999368969213154,4,27,10,36,132,0,0.88455847,"2022-4-27","10:36:00",2022-04-27 10:36:00,"1_5",55690,4,5.9375,10.25,13,2626,202,0,94206488,13,"TMS-94206488",1,5,"1_5",287.15,11.661397,0.273029481305954,0.000187890715918034,8.27143648228014e-05
"23",59,130,"10-P1S5C1FS",10.7,9.7,11.9,10.9,39.1,375.6,250.65,100,124.95,33.2667731629393,NA,10,1,5,1,"FS",1510.5711026075,3585.59080172898,59,"53_130_4_27",1.2207544986403,0.990458935610257,4,27,10,37,130,0,0.88455847,"2022-4-27","10:37:00",2022-04-27 10:37:00,"1_5",55690,4,5.9375,10.25,13,2626,202,0,94206488,13,"TMS-94206488",1,5,"1_5",287.15,11.661397,0.370095561522024,0.000245003734602877,0.00010321745619817
"24",60,586,"01-P1S5C2FS-S",1,1,1.1,1.2,29,NA,6.515,99.5,-6.515,NA,NA,1,1,5,2,"FS",236.692504653199,62.8325075702654,60,"54_586+595_4_27",0.170723555450958,0.982459887552411,4,27,10,40,586,595,0.88455847,"2022-4-27","10:40:00",2022-04-27 10:40:00,"1_5",55699,4,6.125,8.25,9.0625,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",283.2125,1.306706,0.00808287230154275,3.41492533250503e-05,0.000128641568100775
"25",61,587,"01-P1S5C2AA-W",1,1,1.3,1.4,35.2,NA,6.57,99.5,-6.57,NA,NA,1,1,5,2,"AA",273.315739744465,85.3062833168017,61,"55_587+582_4_27",0.0303778335227486,0.54186549772805,4,27,10,42,587,582,0.88455847,"2022-4-27","10:42:00",2022-04-27 10:42:00,"1_5",55699,4,6.125,8.25,9.0625,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",283.2125,1.306706,0.00141224703195394,5.16709002296871e-06,1.65550177201986e-05
"26",62,592,"01-P1S5C1FS-F",0.9,0.8,1.1,1.2,43.6,NA,5.225,99.5,-5.225,NA,NA,1,1,5,1,"FS",270.229209123164,67.1240540347629,62,"56_592+584_4_27",0.127731975875591,0.912201906601201,4,27,10,45,592,584,0.88455847,"2022-4-27","10:45:00",2022-04-27 10:45:00,"1_5",55695,4,6,8.6875,9.5625,2619,202,0,94206488,13,"TMS-94206488",1,5,"1_5",283.7125,1.306706,0.00601595913574511,2.22624310497951e-05,8.96244903895331e-05
"27",63,589,"01-P1S5C4AA-F",1.3,1,1.4,1.2,38,NA,6.03,99.5,-6.03,NA,NA,1,1,5,4,"AA",289.453945912344,84.9541631402118,63,"57_589+583_4_27",0.0707431012026113,0.930542788075238,4,27,10,47,589,583,0.88455847,"2022-4-27","10:47:00",2022-04-27 10:47:00,"1_5",55691,4,6,9.9375,12.75,2620,202,0,94206488,13,"TMS-94206488",1,5,"1_5",286.9,1.306706,0.00324746906229916,1.1219294496274e-05,3.82261320959564e-05
"28",64,205,"01-P1S5C1AA-F",1.2,1.2,1,1.1,35,8.315,5.635,98,2.68,32.1947992159156,NA,1,1,5,1,"AA",279.97579427257,79.6855813604478,64,"58_205+204_4_27",0.0767323597453944,0.911460069289518,4,27,10,51,205,204,0.88455847,"2022-4-27","10:51:00",2022-04-27 10:51:00,"1_5",55691,4,6,9.9375,12.75,2620,202,0,94206488,13,"TMS-94206488",1,5,"1_5",286.9,1.306706,0.00353759630382701,1.26353648286573e-05,4.43944342681662e-05
"29",65,599,"01-P1S5C4FS-W",1,1,1.7,1.6,42.5,NA,7.74,39.5,-7.74,NA,NA,1,1,5,4,"FS",335.99324832324,113.438525581382,65,"59_599+800_4_27",0.308545970028354,0.995614328798976,4,27,10,53,599,800,0.88465716,"2022-4-27","10:53:00",2022-04-27 10:53:00,"1_5",55700,4,6.125,8.25,9.4375,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",283.5875,1.306706,0.0139967602748137,4.16578617119954e-05,0.000123386302872671
"30",117,586,"01-P1S5C2FS-S",1,1,1.1,1.2,29,NA,6.515,99.5,-6.515,NA,NA,1,1,5,2,"FS",236.692504653199,62.8325075702654,117,"108_586+595_4_27",0.138879950118118,0.976492723862757,4,27,13,13,586,595,0.88455847,"2022-4-27","13:13:00",2022-04-27 13:13:00,"1_5",55700,4,6.125,8.25,9.4375,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",283.5875,1.306706,0.00656654850111147,2.77429507568596e-05,0.000104508776667366
"31",118,582,"01-P1S5C2AA-F",1.2,1.2,1.6,1.4,32.6,NA,6.57,99.5,-6.57,NA,NA,1,1,5,2,"AA",273.315739744465,85.3062833168017,118,"109_582+587_4_27",0.138292143388891,0.980490079929867,4,27,13,16,582,587,0.88465716,"2022-4-27","13:16:00",2022-04-27 13:16:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.306706,0.00640862101318971,2.34476836905969e-05,7.51248415007138e-05
"32",119,584,"01-P1S5C1FS-S",0.9,0.9,1.1,1.1,41.4,NA,5.225,99.5,-5.225,NA,NA,1,1,5,1,"FS",270.229209123164,67.1240540347629,119,"110_584+592_4_27",0.238845367847414,0.986467325152526,4,27,13,17,584,592,0.88465716,"2022-4-27","13:17:00",2022-04-27 13:17:00,"1_5",55701,4,6.125,8.375,10.125,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.275,1.306706,0.0112282047674065,4.1550670276687e-05,0.000167275426504953
"33",120,583,"01-P1S5C4AA-S",1.3,1.3,1,1,38.4,NA,6.03,99.5,-6.03,NA,NA,1,1,5,4,"AA",289.453945912344,84.9541631402118,120,"111_583+589_4_27",0.09416210184622,0.931502355652763,4,27,13,19,583,589,0.88465716,"2022-4-27","13:19:00",2022-04-27 13:19:00,"1_5",55701,4,6.125,8.375,10.125,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.275,1.306706,0.00436292154656486,1.50729385733995e-05,5.13561829732125e-05
"34",121,204,"01-P1S5C1AA-S",1.4,1.2,1,1.1,41.2,8.315,5.635,98,2.68,32.1947992159156,NA,1,1,5,1,"AA",279.97579427257,79.6855813604478,121,"112_204+205_4_27",0.113018270073477,0.959935434031809,4,27,13,21,204,205,0.88465716,"2022-4-27","13:21:00",2022-04-27 13:21:00,"1_5",55701,4,6.125,8.375,10.125,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.275,1.306706,0.00525918810116795,1.87844385434545e-05,6.59992436696756e-05
"35",122,596,"01-P1S5C2FS-W",1.1,1.1,1.1,1.2,40,NA,7.99,72,-7.99,NA,NA,1,1,5,2,"FS",299.514212646929,93.4288711226581,122,"113_596+800_4_27",0.231814493074362,0.993448341136088,4,27,13,23,596,800,0.88475585,"2022-4-27","13:23:00",2022-04-27 13:23:00,"1_5",55701,4,6.125,8.375,10.125,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.275,1.306706,0.0106676141922465,3.5616387275824e-05,0.000114178990541816
"36",123,132,"10-P1S5C4FS",10.8,10,10.4,9.8,40,302.6,127.39,90,175.21,57.9015201586253,NA,10,1,5,4,"FS",1453.12917656379,3300.8714011268,123,"114_132_4_27",0.805890341034897,0.99662838297408,4,27,13,26,132,0,0.88465716,"2022-4-27","13:26:00",2022-04-27 13:26:00,"1_5",55701,4,6.125,8.375,10.125,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.275,11.661397,0.255521701338126,0.000175842385838235,7.74103775296731e-05
"37",124,130,"10-P1S5C1FS",10.7,9.7,11.9,10.9,39.1,375.6,250.65,100,124.95,33.2667731629393,NA,10,1,5,1,"FS",1510.5711026075,3585.59080172898,124,"115_130_4_27",1.34066039413578,0.950608249171112,4,27,13,27,130,0,0.88475585,"2022-4-27","13:27:00",2022-04-27 13:27:00,"1_5",55701,4,6.125,8.375,10.125,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.275,11.661397,0.410649570410494,0.000271850540303362,0.000114527728655617
"38",125,128,"10-P1S5C2AA",13.5,13.3,13.8,12.9,39.7,389.5,305.89,95,83.61,21.4659820282413,NA,10,1,5,2,"AA",1949.14847829626,5577.87111836097,125,"116_128_4_27",1.52205882352949,0.987728977133024,4,27,13,30,128,0,0.88475585,"2022-4-27","13:30:00",2022-04-27 13:30:00,"1_5",55702,4,6.125,8.5,10.5625,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.7125,11.661397,0.350659521204456,0.000179903955552409,6.28661928114782e-05
"39",126,128,"10-P1S5C2AA",13.5,13.3,13.8,12.9,39.7,389.5,305.89,95,83.61,21.4659820282413,NA,10,1,5,2,"AA",1949.14847829626,5577.87111836097,126,"0_128_4_27",0,0.652979496076856,4,27,13,31,128,0,0.88475585,"2022-4-27","13:31:00",2022-04-27 13:31:00,"1_5",55702,4,6.125,8.5,10.5625,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.7125,11.661397,0,0,0
"40",127,131,"10-P1S5C2FS",10.5,9.9,10.3,10.5,40,274.2,200.61,100,73.59,26.8380743982494,NA,10,1,5,2,"FS",1461.00170834616,3333.02036594853,127,"117_131_4_27",1.71653848281968,0.9802968079988,4,27,13,32,131,0,0.88475585,"2022-4-27","13:32:00",2022-04-27 13:32:00,"1_5",55702,4,6.125,8.5,10.5625,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.7125,11.661397,0.541393128930967,0.000370562967748901,0.000162433189566453
"41",128,129,"10-P1S5C4AA",10.5,9.5,9.8,9.8,39.5,267,142.09,85,124.91,46.7827715355805,NA,10,1,5,4,"AA",1382.49320006498,3040.68993354424,128,"118_129_4_27",0.212637636252994,0.989305612736292,4,27,13,34,129,0,0.88475585,"2022-4-27","13:34:00",2022-04-27 13:34:00,"1_5",55702,4,6.125,8.5,10.5625,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.7125,11.661397,0.0694195608741889,5.02133109015842e-05,2.28302005108667e-05
"42",129,127,"10-P1S5C1AA",14,13.4,13.3,12.9,39.9,561,351.36,100,209.64,37.3689839572192,NA,10,1,5,1,"AA",1961.92496581079,5627.88128096545,129,"119_127_4_27",0.640872533703645,0.998120357407161,4,27,13,36,127,0,0.88485454,"2022-4-27","13:36:00",2022-04-27 13:36:00,"1_5",55702,4,6.125,8.5,10.5625,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.7125,11.661397,0.146450003584289,7.46460777738085e-05,2.60222268866279e-05
"43",178,132,"10-P1S5C4FS",10.8,10,10.4,9.8,40,302.6,127.39,90,175.21,57.9015201586253,NA,10,1,5,4,"FS",1453.12917656379,3300.8714011268,178,"169_132_4_27",0.970364441416896,0.998670126127906,4,27,16,58,132,0,0.88485454,"2022-4-27","16:58:00",2022-04-27 16:58:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,11.661397,0.307875129829224,0.000211870448129915,9.32708646947368e-05
"44",179,130,"10-P1S5C1FS",10.7,9.7,11.9,10.9,39.1,375.6,250.65,100,124.95,33.2667731629393,NA,10,1,5,1,"FS",1510.5711026075,3585.59080172898,179,"170_130_4_27",1.45521610831454,0.999657563504937,4,27,16,59,130,0,0.88485454,"2022-4-27","16:59:00",2022-04-27 16:59:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,11.661397,0.445984263670792,0.000295242152389218,0.000124382364952447
"45",180,128,"10-P1S5C2AA",13.5,13.3,13.8,12.9,39.7,389.5,305.89,95,83.61,21.4659820282413,NA,10,1,5,2,"AA",1949.14847829626,5577.87111836097,180,"171_128_4_27",0.2449249260818,0.945604956813662,4,27,17,1,128,0,0.88485454,"2022-4-27","17:1:00",2022-04-27 17:01:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,11.661397,0.0565450378480748,2.90101233834687e-05,1.01373869435496e-05
"46",181,131,"10-P1S5C2FS",10.5,9.9,10.3,10.5,40,274.2,200.61,100,73.59,26.8380743982494,NA,10,1,5,2,"FS",1461.00170834616,3333.02036594853,181,"172_131_4_27",1.62511427414224,0.99959602445846,4,27,17,3,131,0,0.88485454,"2022-4-27","17:3:00",2022-04-27 17:03:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,11.661397,0.51363003948587,0.000351560190896213,0.00015410348065476
"47",182,129,"10-P1S5C4AA",10.5,9.5,9.8,9.8,39.5,267,142.09,85,124.91,46.7827715355805,NA,10,1,5,4,"AA",1382.49320006498,3040.68993354424,182,"173_129_4_27",0.444708673262748,0.998141659535423,4,27,17,5,129,0,0.88485454,"2022-4-27","17:5:00",2022-04-27 17:05:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,11.661397,0.145487151538629,0.000105235346931031,4.78467567290062e-05
"48",183,127,"10-P1S5C1AA",14,13.4,13.3,12.9,39.9,561,351.36,100,209.64,37.3689839572192,NA,10,1,5,1,"AA",1961.92496581079,5627.88128096545,183,"174_127_4_27",0.43305947056083,0.991115737510672,4,27,17,7,127,0,0.88485454,"2022-4-27","17:7:00",2022-04-27 17:07:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,11.661397,0.0991571743998892,5.05407577393824e-05,1.76189172176139e-05
"49",184,589,"01-P1S5C4AA-F",1.3,1,1.4,1.2,38,NA,6.03,99.5,-6.03,NA,NA,1,1,5,4,"AA",289.453945912344,84.9541631402118,184,"175_589+583_4_27",0.136754087193471,0.978964012784324,4,27,17,9,589,583,0.88485454,"2022-4-27","17:9:00",2022-04-27 17:09:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.306706,0.00634058704593204,2.19053398147565e-05,7.46353893860067e-05
"50",185,204,"01-P1S5C1AA-S",1.4,1.2,1,1.1,41.2,8.315,5.635,98,2.68,32.1947992159156,NA,1,1,5,1,"AA",279.97579427257,79.6855813604478,185,"176_204+205_4_27",0.0454568509194159,0.811351294126338,4,27,17,11,204,205,0.88495323,"2022-4-27","17:11:00",2022-04-27 17:11:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.306706,0.00211692623219173,7.56110447937796e-06,2.65659884266399e-05
"51",186,596,"01-P1S5C2FS-W",1.1,1.1,1.1,1.2,40,NA,7.99,72,-7.99,NA,NA,1,1,5,2,"FS",299.514212646929,93.4288711226581,186,"177_596+800_4_27",0.113556112872139,0.932561373490016,4,27,17,13,596,800,0.88495323,"2022-4-27","17:13:00",2022-04-27 17:13:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.306706,0.00522907796746088,1.74585303356705e-05,5.59685448901109e-05
"52",187,586,"01-P1S5C2FS-S",1,1,1.1,1.2,29,NA,6.515,99.5,-6.515,NA,NA,1,1,5,2,"FS",236.692504653199,62.8325075702654,187,"178_586+595_4_27",0.158041553133519,0.981803420305812,4,27,17,15,586,595,0.88495323,"2022-4-27","17:15:00",2022-04-27 17:15:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.306706,0.00746108676649515,3.15222772999386e-05,0.0001187456470387
"53",188,582,"01-P1S5C2AA-F",1.2,1.2,1.6,1.4,32.6,NA,6.57,99.5,-6.57,NA,NA,1,1,5,2,"AA",273.315739744465,85.3062833168017,188,"179_582+587_4_27",0.0523109979896319,0.714734972531956,4,27,17,17,582,587,0.88495323,"2022-4-27","17:17:00",2022-04-27 17:17:00,"1_5",55705,4,6.125,8.375,10,2618,202,0,94206488,13,"TMS-94206488",1,5,"1_5",284.15,1.306706,0.0024249646337331,8.8723929181697e-06,2.84265653061864e-05
