"","type2","Class_mean","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Class_sd","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Class_n","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n","species","Diameter","Class","Month"
"11","AA_10_4_10",4,90.3589743589744,45.1227108954583,5.93910256410256,2310.15384615385,0.00362752224176499,0,6.16222439113456,9.19419957810215,1.74261170516936,288.477996831423,0.00344204883055951,39,39,39,39,39,39,"AA","10","4","10"
"12","AA_10_4_7",4,91.0322580645161,44.6865831761146,21.1693548387097,2208.38709677419,0.00498288367324403,0,4.22282583876202,7.94131620766362,1.32210705689535,386.505599564384,0.00222315950366299,31,31,31,31,31,31,"AA","10","4","7"
"13","AA_25_1_10",1,97.75,33.2458743982851,5.91666666666667,2524.25,0.247309983790504,0,2.73861278752583,3.89333985099634,1.09635430113772,166.204758473187,0.322339747728256,24,24,24,24,24,24,"AA","25","1","10"
"14","AA_25_1_7",1,96.95,40.3425038345765,21.6484375,2253.825,0.0567384838144008,0,3.55866584046642,6.33419667726351,1.1837142336811,380.755045255056,0.0732269207427961,40,40,40,40,40,40,"AA","25","1","7"
"15","AA_25_2_10",2,96.3684210526316,38.8047999502549,5.88815789473684,2564.10526315789,0.1348160804633,0,1.34207659641441,1.09245024339166,0.838934030193998,177.377467796424,0.155269983480117,19,19,19,19,19,19,"AA","25","2","10"
"16","AA_25_2_7",2,96.7948717948718,38.9615515879186,21.6169871794872,2228.23076923077,0.0515924700196099,0,1.96253712240434,2.0935811862511,1.20367955326016,376.750612861476,0.0540542304460916,39,39,39,39,39,39,"AA","25","2","7"
"17","AA_25_4_10",4,86.8636363636364,46.4719494865835,5.84375,2440.63636363636,0.134834600964254,0,3.41279740787322,6.96504138118878,0.988541117843192,260.167811312795,0.128295945456247,22,22,22,22,22,22,"AA","25","4","10"
"18","AA_25_4_7",4,79.0238095238095,51.6764555564948,21.5967261904762,2278.59523809524,0.0477139447841486,0,14.4753585325463,9.6645363208396,1.0648022386087,392.347908051491,0.0421927136399371,42,42,42,42,42,42,"AA","25","4","7"
"19","FS_1_1_10",1,98.9861111111111,30.9078623585805,5.74652777777778,2336.66666666667,0.00102077194780352,0,1.33890206145137,4.5746456641615,0.808429977040546,308.036825256796,0.000546186005990294,36,36,36,36,36,36,"FS","1","1","10"
"20","FS_1_1_7",1,98.9761904761905,31.5551311137165,21.2470238095238,2209.92857142857,0.000831315237896961,0,1.43115329986412,5.7794880409465,1.23265035669419,409.639365061105,0.000629680277160748,42,42,42,42,42,42,"FS","1","1","7"
"21","FS_1_2_10",2,96.8714285714286,38.2172424359196,5.8625,2257.57142857143,0.00118849948161351,0,3.99142989479234,15.9271532759726,1.11914325162021,301.869984256398,0.000776151922375261,35,35,35,35,35,35,"FS","1","2","10"
"22","FS_1_2_7",2,97.625,36.1845313341242,21.2534722222222,2219.83333333333,0.0021889359493195,0,2.5867105420923,13.3992600447935,1.19213797706021,402.214477255961,0.00131375517423085,36,36,36,36,36,36,"FS","1","2","7"
"23","FS_1_4_10",4,51.1481481481481,33.6916980724665,5.47453703703704,2242.96296296296,0.00121086057873944,0,21.4125299473565,11.2893271808982,0.943611372150856,295.295091193861,0.000819932354730891,27,27,27,27,27,27,"FS","1","4","10"
"24","FS_1_4_7",4,50.35,34.8338221047909,21.24375,2220.85,0.0003972711656378,0,18.4911785511504,9.67364371075847,1.11414721341387,397.148026890677,0.000298372338155667,20,20,20,20,20,20,"FS","1","4","7"
"25","FS_10_1_10",1,96.2926218016123,38.1675140620842,5.56666666666667,2273.51111111111,0.00722322916124457,0,4.28389255024416,2.4267518485494,2.09772773441342,301.953234053811,0.00457959376175902,45,45,45,45,45,45,"FS","10","1","10"
"26","FS_10_1_7",1,96.4647688667799,37.7183005941035,21.2992788461538,2189.86538461538,0.00955375456726621,0,4.2127189999028,2.43341507188812,1.30722777098332,367.393203308259,0.00407358743089296,52,52,52,52,52,52,"FS","10","1","7"
"27","FS_10_2_10",2,97.7210430667947,30.446297248044,5.4116847826087,2279.41304347826,0.00754630714559032,0,2.51695623154299,4.26001269729926,1.70439465095609,298.338180674732,0.00515404554634011,46,46,46,46,46,46,"FS","10","2","10"
"28","FS_10_2_7",2,97.8958568048671,30.1314314183794,21.3225446428571,2230.85714285714,0.0149579169635788,0,2.37046334473124,4.39519203708924,1.24246460449597,383.57890872776,0.00803038375249532,56,56,56,56,56,56,"FS","10","2","7"
"29","FS_10_4_10",4,75.6626336846965,59.3454436358443,5.39481707317073,2321.73170731707,0.00433775144498726,0,12.574162378463,15.1875515909701,1.73230106995038,278.103400230044,0.00355809954069366,41,41,41,41,41,41,"FS","10","4","10"
"30","FS_10_4_7",4,79.0856211100691,58.5268676358212,21.2466216216216,2230.83783783784,0.00942367275717812,0,9.01044102010653,15.7125251470037,1.23233577565693,378.117670802322,0.00593652388410543,37,37,37,37,37,37,"FS","10","4","7"
"31","FS_25_1_10",1,96.7619047619048,36.6559420046283,6.09523809523809,2489.14285714286,0.116268896895684,0,3.50577754435107,3.34177118402773,0.600331629581676,219.631574623114,0.106354152080257,21,21,21,21,21,21,"FS","25","1","10"
"32","FS_25_1_7",1,97.3030303030303,38.2783704715854,21.4337121212121,2184.18181818182,0.0324685127645663,0,3.42312766783581,3.23819695989341,1.25048226965579,404.123314607176,0.0315030515525767,33,33,33,33,33,33,"FS","25","1","7"
"33","FS_25_2_10",2,93.04,34.7768263266072,6.075,2485.48,0.100649629714544,0,7.97642359289759,1.63444141794368,0.834634401000422,203.234290085769,0.0572839798530629,25,25,25,25,25,25,"FS","25","2","10"
"34","FS_25_2_7",2,89.5789473684211,36.053138211231,21.3865131578947,2230.21052631579,0.0809195201373783,0,9.20232514374542,2.78796164308665,1.17941372567419,401.947701176156,0.0332383714047087,38,38,38,38,38,38,"FS","25","2","7"
"35","FS_25_4_10",4,71.0869565217391,54.7778544371618,6.44565217391304,2491.91304347826,0.104638833065173,0,13.8954310459435,11.7060313898382,0.349667226048327,234.275461999036,0.0903203118506154,23,23,23,23,23,23,"FS","25","4","10"
"36","FS_25_4_7",4,53.0263157894737,59.3072672532194,21.5444078947368,2270.76315789474,0.0582413143236869,0,20.7800408944077,11.1030487107172,1.2972414123161,385.26027946091,0.0406528923466051,38,38,38,38,38,38,"FS","25","4","7"
