"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"12",69,2,"25-P1S1C2AA",25.6,25.8,25.4,25.2,99.2,1519.4,918.18,98,601.22,39.5695669343162,NA,25,1,1,2,"AA",8968.46207118898,50662.9902702905,69,"88_2_10_27",11.0703296703297,0.998147959090338,10,27,15,27,2,0,0.8931445,"2021-10-27","15:27:00",2021-10-27 15:27:00,"1_1",38337,4,5.625,5.8125,6.5625,2316,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.5637,28.7110008748414,0.36555981682774,0.000566705611367712
"13",70,3,"25-P1S1C4AA",23.1,21.2,24.1,19.5,99.1,1283.5,791.79,86,491.71,38.3100895987534,NA,25,1,1,4,"AA",7600.11430836216,37586.3786050469,70,"89_3_10_27",7.38901098901098,0.993537941170266,10,27,15,30,3,0,0.8931445,"2021-10-27","15:30:00",2021-10-27 15:30:00,"1_1",38241,4,5.625,4.25,4.1875,2321,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.5637,30.0322995470169,0.382383114025939,0.000799020833121294
"14",71,4,"25-P1S1C1FS",27.3,24.4,26.1,22.8,99.6,2879.7,1879.84,98,999.86,34.7209778796402,NA,25,1,1,1,"FS",8864.02916360187,49492.2650341554,71,"90_4_10_27",5.00000000000001,0.984958127682735,10,27,15,33,4,0,0.8931445,"2021-10-27","15:33:00",2021-10-27 15:33:00,"1_1",38145,4,5.875,5.8125,6.625,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.5637,12.845210225422,0.163550296194437,0.000259539752657456
"15",72,5,"25-P1S1C2FS",29.4,29.3,30.4,29.8,99.7,3243,2073.36,94,1169.64,36.0666049953747,NA,25,1,1,2,"FS",10698.5731075912,69191.3502170752,72,"91_5_10_27",2.48351648351648,0.957526583379575,10,27,15,37,5,0,0.8931445,"2021-10-27","15:37:00",2021-10-27 15:37:00,"1_1",38145,4,5.875,5.8125,6.625,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.5637,6.38025826581396,0.0812359712965773,9.22117901413554e-05
"16",73,6,"25-P1S1C4FS",32.2,32.4,29.9,31.9,99.9,2639.3,1230.34,85,1408.96,53.3838517788808,NA,25,1,1,4,"FS",11487.0528854233,78361.1076270435,73,"92_6_10_27",2.02197802197801,0.953539723311252,10,27,15,40,6,0,0.8931445,"2021-10-27","15:40:00",2021-10-27 15:40:00,"1_1",38338,4,5.6875,5.875,6.875,2315,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.5637,5.00565395078177,0.0637339655739516,6.3879315930627e-05
"17",1,7,"10-P1S1C1AA",13,12.7,12.2,12.1,39.7,3126.7,201.76,96,2924.94,93.5471903284613,NA,10,1,1,1,"AA",1804.70528822369,4873.19617819751,2,"168_7_10_27",0.233429836512266,0.986879971708237,10,27,9,50,7,0,0.89136808,"2021-10-27","9:50:00",2021-10-27 09:50:00,"1_1",38122,4,5.625,5.8125,6.25,2334,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,2.75403869977364,0.00152603237644654,0.000565140125508408
"18",2,11,"10-P1S1C2FS",8.6,9.3,8.6,8.4,38.8,245.9,177.81,100,68.09,27.6901179341196,NA,10,1,1,2,"FS",1183.19861666272,2320.32457067182,3,"169_11_10_27",0.381591737545565,0.995305133483902,10,27,9,53,11,0,0.89126939,"2021-10-27","9:53:00",2021-10-27 09:53:00,"1_1",38315,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,5.95625478618661,0.00503402784816177,0.00256699207579483
"19",3,9,"10-P1S1C4AA",13.5,13.5,12.6,12.8,39.4,337.7,236.85,91,100.85,29.863784424045,NA,10,1,1,4,"AA",1891.40087829947,5312.06822887375,4,"170_9_10_27",0.844216621253407,0.97031326594571,10,27,9,55,9,0,0.89126939,"2021-10-27","9:55:00",2021-10-27 09:55:00,"1_1",38315,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,8.95693203814435,0.00473560742247164,0.00168614777751892
"20",4,12,"10-P1S1C4FS",12.5,12.4,12.8,12.3,39.8,537.1,123.23,65,413.87,77.0564140755911,NA,10,1,1,4,"FS",1808.38443156434,4884.22087766697,5,"171_12_10_27",0.451436742277879,0.994889818062684,10,27,9,58,12,0,0.89136808,"2021-10-27","9:58:00",2021-10-27 09:58:00,"1_1",38315,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,5.11294742268404,0.0028273564699189,0.00104682968906319
"21",5,133,"10-P1S1C1FS",9.5,9,8.8,8.2,39.3,362,221.02,98,140.98,38.9447513812155,NA,10,1,1,1,"FS",1219.74377783974,2432.63827518352,6,"172_133_10_27",0.259883849717328,0.993413673046862,10,27,10,0,133,0,0.89126939,"2021-10-27","10:0:00",2021-10-27 10:00:00,"1_1",38219,4,5.5625,4.875,5,2324,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,5.21006930819522,0.00427144569445778,0.00214173613946043
"22",6,8,"10-P1S1C2AA",13.8,14,13.6,13.4,44,426.4,328.04,100,98.36,23.0675422138837,NA,10,1,1,2,"AA",2188.65720946633,6486.56154359748,7,"173_8_10_27",0.14900885558582,0.955975543029156,10,27,10,5,8,0,0.89126939,"2021-10-27","10:5:00",2021-10-27 10:05:00,"1_1",38123,4,5.625,5.75,6.25,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,1.34004545036617,0.000612268309797547,0.000206587949772688
"23",7,25,"01-P1S1C2FS-S",1.5,1.5,1.3,1.2,39.5,9.165,7.775,98,1.39,15.1790842041298,NA,1,1,1,2,"FS",192.210074780442,64.1893483473814,8,"174_25+26_10_27",0.0336069482288853,0.78727387980626,10,27,10,9,25,26,0.89126939,"2021-10-27","10:9:00",2021-10-27 10:09:00,"1_1",38316,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.0697764482860775,0.000363021805000502,0.00108704092006761
"24",8,21,"01-P1S1C1FS-S",1.3,1.2,1,1,38,11.87,8.61,100,3.26,27.6917006256098,NA,1,1,1,1,"FS",260.131124257717,75.9290873947648,9,"175_21+22_10_27",0,0.626107131711563,10,27,10,11,21,22,0.89126939,"2021-10-27","10:11:00",2021-10-27 10:11:00,"1_1",38316,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0,0,0
"25",9,17,"01-P1S1C2AA-S",0.9,1,1.2,1.3,35.5,8.46,7.39,97.5,1.07,12.6808810750224,NA,1,1,1,2,"AA",278.717376069227,81.7194353544125,10,"176_17+18_10_27",0.0745980926430621,0.811567367906032,10,27,10,15,17,18,0.89126939,"2021-10-27","10:15:00",2021-10-27 10:15:00,"1_1",38220,4,5.625,4.875,5,2324,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.198508892346756,0.000712222880203388,0.00242915154131736
"26",10,29,"01-P1S1C4FS-S",1.5,1.5,1.3,1.3,42,8.735,7.76,61,0.975,11.3128976962455,NA,1,1,1,4,"FS",198.588230331761,66.8161779547111,11,"177_29+30_10_27",0,0.333317520090971,10,27,10,17,29,30,0.89126939,"2021-10-27","10:17:00",2021-10-27 10:17:00,"1_1",38124,4,5.6875,5.75,6.3125,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0,0,0
"27",11,33,"01-P1S1C4AA-S",1.1,1.1,1,1,40,6.255,5.62,90,0.635,10.1781528363807,NA,1,1,1,4,"AA",281.286259136533,81.171292886208,12,"178_33+34_10_27",0,0.724767924592646,10,27,10,19,33,34,0.89126939,"2021-10-27","10:19:00",2021-10-27 10:19:00,"1_1",38124,4,5.6875,5.75,6.3125,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0,0,0
"28",12,13,"01-P1S1C1AA-S",1.3,1.4,1,1,39,8.05,6.65,100,1.4,17.3970219839754,NA,1,1,1,1,"AA",294.39083449101,85.0723655638031,13,"179_13+14_10_27",0.0924376554996232,0.92298999016374,10,27,10,21,13,14,0.89126939,"2021-10-27","10:21:00",2021-10-27 10:21:00,"1_1",38124,4,5.6875,5.75,6.3125,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.194302967609595,0.000660017041446068,0.00228397278389856
"29",61,25,"01-P1S1C2FS-S",1.5,1.5,1.3,1.2,39.5,9.165,7.775,98,1.39,15.1790842041298,NA,1,1,1,2,"FS",192.210074780442,64.1893483473814,62,"228_25+26_10_27",0.116938272865332,0.94589895269777,10,27,13,28,25,26,0.89166415,"2021-10-27","13:28:00",2021-10-27 13:28:00,"1_1",38329,4,5.625,5.9375,6.625,2317,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.238317671205063,0.00123988126781226,0.00371272925089269
"30",62,21,"01-P1S1C1FS-S",1.3,1.2,1,1,38,11.87,8.61,100,3.26,27.6917006256098,NA,1,1,1,1,"FS",260.131124257717,75.9290873947648,63,"229_21+22_10_27",0.0917608991825677,0.929372325141868,10,27,13,30,21,22,0.89136808,"2021-10-27","13:30:00",2021-10-27 13:30:00,"1_1",38233,4,5.625,4.6875,4.75,2322,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.258275017817365,0.000992864727565191,0.00340152933057869
"31",63,17,"01-P1S1C2AA-S",0.9,1,1.2,1.3,35.5,8.46,7.39,97.5,1.07,12.6808810750224,NA,1,1,1,2,"AA",278.717376069227,81.7194353544125,64,"230_17+18_10_27",0.0857837181044959,0.959147363964747,10,27,13,32,17,18,0.89156546,"2021-10-27","13:32:00",2021-10-27 13:32:00,"1_1",38137,4,5.8125,5.875,6.5,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.175653982264909,0.000630222574358911,0.0021494762109296
"32",64,29,"01-P1S1C4FS-S",1.5,1.5,1.3,1.3,42,8.735,7.76,61,0.975,11.3128976962455,NA,1,1,1,4,"FS",198.588230331761,66.8161779547111,65,"231_29+30_10_27",0.0450443509163849,0.845621203783712,10,27,13,34,29,30,0.89156546,"2021-10-27","13:34:00",2021-10-27 13:34:00,"1_1",38137,4,5.8125,5.875,6.5,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.0933566452407122,0.000470101602117864,0.00139721618473883
"33",65,33,"01-P1S1C4AA-S",1.1,1.1,1,1,40,6.255,5.62,90,0.635,10.1781528363807,NA,1,1,1,4,"AA",281.286259136533,81.171292886208,66,"232_33+34_10_27",0.0495486894636346,0.774465347427492,10,27,13,36,33,34,0.89156546,"2021-10-27","13:36:00",2021-10-27 13:36:00,"1_1",38137,4,5.8125,5.875,6.5,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.1015031677104,0.00036085363011327,0.00125048110115351
"34",66,13,"01-P1S1C1AA-S",1.3,1.4,1,1,39,8.05,6.65,100,1.4,17.3970219839754,NA,1,1,1,1,"AA",294.39083449101,85.0723655638031,67,"233_13+14_10_27",0.11317438692098,0.969415995207867,10,27,13,38,13,14,0.89156546,"2021-10-27","13:38:00",2021-10-27 13:38:00,"1_1",38330,4,5.625,5.875,6.375,2317,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.235637338227355,0.000800423486807131,0.00276984584436682
"35",67,7,"10-P1S1C1AA",13,12.7,12.2,12.1,39.7,3126.7,201.76,96,2924.94,93.5471903284613,NA,10,1,1,1,"AA",1804.70528822369,4873.19617819751,68,"234_7_10_27",0.302622530843393,0.991776031368066,10,27,13,42,7,0,0.89156546,"2021-10-27","13:42:00",2021-10-27 13:42:00,"1_1",38330,4,5.625,5.875,6.375,2317,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,3.50115160953497,0.00194001293861173,0.000718450782917172
"36",68,11,"10-P1S1C2FS",8.6,9.3,8.6,8.4,38.8,245.9,177.81,100,68.09,27.6901179341196,NA,10,1,1,2,"FS",1183.19861666272,2320.32457067182,69,"235_11_10_27",0.441413458225391,0.996782456431363,10,27,13,44,11,0,0.89156546,"2021-10-27","13:44:00",2021-10-27 13:44:00,"1_1",38234,4,5.625,4.625,4.6875,2322,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,9.55732147686233,0.0080775292856742,0.0041189588722474
"37",69,9,"10-P1S1C4AA",13.5,13.5,12.6,12.8,39.4,337.7,236.85,91,100.85,29.863784424045,NA,10,1,1,4,"AA",1891.40087829947,5312.06822887375,70,"236_9_10_27",0.500772757464319,0.987031720000024,10,27,13,47,9,0,0.89176284,"2021-10-27","13:47:00",2021-10-27 13:47:00,"1_1",38138,4,5.8125,5.8125,6.3125,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,5.4739196820572,0.00289410867091207,0.00103046863221818
"38",70,12,"10-P1S1C4FS",12.5,12.4,12.8,12.3,39.8,537.1,123.23,65,413.87,77.0564140755911,NA,10,1,1,4,"FS",1808.38443156434,4884.22087766697,71,"237_12_10_27",0.442935254296128,0.990012403096491,10,27,13,49,12,0,0.89166415,"2021-10-27","13:49:00",2021-10-27 13:49:00,"1_1",38138,4,5.8125,5.8125,6.3125,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,5.16738553644611,0.00285745964533441,0.00105797539994022
"39",71,133,"10-P1S1C1FS",9.5,9,8.8,8.2,39.3,362,221.02,98,140.98,38.9447513812155,NA,10,1,1,1,"FS",1219.74377783974,2432.63827518352,72,"238_133_10_27",0.438307280437903,0.988672208981167,10,27,13,52,133,0,0.89176284,"2021-10-27","13:52:00",2021-10-27 13:52:00,"1_1",38138,4,5.8125,5.8125,6.3125,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,6.96388974979442,0.0057093054101313,0.0028626901997047
"40",72,8,"10-P1S1C2AA",13.8,14,13.6,13.4,44,426.4,328.04,100,98.36,23.0675422138837,NA,10,1,1,2,"AA",2188.65720946633,6486.56154359748,73,"239_8_10_27",0.251457765667573,0.980947304319412,10,27,14,0,8,0,0.89176284,"2021-10-27","14:0:00",2021-10-27 14:00:00,"1_1",38235,4,5.625,4.5625,4.5625,2322,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,3.09948844395066,0.0014161598401727,0.000477832272632947
"41",121,7,"10-P1S1C1AA",13,12.7,12.2,12.1,39.7,3126.7,201.76,96,2924.94,93.5471903284613,NA,10,1,1,1,"AA",1804.70528822369,4873.19617819751,122,"288_7_10_27",0.357074476794017,0.995783723148193,10,27,16,15,7,0,0.89146677,"2021-10-27","16:15:00",2021-10-27 16:15:00,"1_1",38244,4,5.625,4,3.9375,2321,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,6.68774974049115,0.00370572956378583,0.00137235389176653
"42",122,11,"10-P1S1C2FS",8.6,9.3,8.6,8.4,38.8,245.9,177.81,100,68.09,27.6901179341196,NA,10,1,1,2,"FS",1183.19861666272,2320.32457067182,123,"289_11_10_27",0.44886764867978,0.997142084311741,10,27,16,18,11,0,0.89146677,"2021-10-27","16:18:00",2021-10-27 16:18:00,"1_1",38148,4,5.875,5.875,6.5625,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,6.94117219098664,0.00586644718243892,0.00299146605553417
"43",123,9,"10-P1S1C4AA",13.5,13.5,12.6,12.8,39.4,337.7,236.85,91,100.85,29.863784424045,NA,10,1,1,4,"AA",1891.40087829947,5312.06822887375,124,"290_9_10_27",0.614797680954626,0.996474756901857,10,27,16,21,9,0,0.89136808,"2021-10-27","16:21:00",2021-10-27 16:21:00,"1_1",38148,4,5.875,5.875,6.5625,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,6.46144613187931,0.00341622244443954,0.00121637107308941
"44",124,12,"10-P1S1C4FS",12.5,12.4,12.8,12.3,39.8,537.1,123.23,65,413.87,77.0564140755911,NA,10,1,1,4,"FS",1808.38443156434,4884.22087766697,125,"291_12_10_27",0.561030905991459,0.955693269537378,10,27,16,24,12,0,0.89146677,"2021-10-27","16:24:00",2021-10-27 16:24:00,"1_1",38341,4,5.6875,6.0625,7.1875,2315,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,5.74704754574021,0.00317800100765562,0.00117665594773129
"45",125,133,"10-P1S1C1FS",9.5,9,8.8,8.2,39.3,362,221.02,98,140.98,38.9447513812155,NA,10,1,1,1,"FS",1219.74377783974,2432.63827518352,126,"292_133_10_27",0.304829700272486,0.992031086913338,10,27,16,27,133,0,0.89136808,"2021-10-27","16:27:00",2021-10-27 16:27:00,"1_1",38341,4,5.6875,6.0625,7.1875,2315,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,4.25169127162828,0.00348572491114351,0.00174776961910111
"46",126,8,"10-P1S1C2AA",13.8,14,13.6,13.4,44,426.4,328.04,100,98.36,23.0675422138837,NA,10,1,1,2,"AA",2188.65720946633,6486.56154359748,127,"293_8_10_27",0.379223931195894,0.99564487924237,10,27,16,30,8,0,0.8911707,"2021-10-27","16:30:00",2021-10-27 16:30:00,"1_1",38245,4,5.625,4.0625,4.0625,2321,202,0,94206489,14,"TMS-94206489",1,1,"1_1",11.661397,5.2461624754452,0.00239697767779926,0.000808774023060553
"47",127,25,"01-P1S1C2FS-S",1.5,1.5,1.3,1.2,39.5,9.165,7.775,98,1.39,15.1790842041298,NA,1,1,1,2,"FS",192.210074780442,64.1893483473814,128,"294_25+26_10_27",0.0604121253405914,0.913650978143058,10,27,16,35,25,26,0.89136808,"2021-10-27","16:35:00",2021-10-27 16:35:00,"1_1",38149,4,5.875,5.8125,6.5,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.125444603738785,0.00065264322841598,0.0019542900336034
"48",128,21,"01-P1S1C1FS-S",1.3,1.2,1,1,38,11.87,8.61,100,3.26,27.6917006256098,NA,1,1,1,1,"FS",260.131124257717,75.9290873947648,129,"295_21+22_10_27",0.0421662125340544,0.877635694639724,10,27,16,37,21,22,0.89136808,"2021-10-27","16:37:00",2021-10-27 16:37:00,"1_1",38149,4,5.875,5.8125,6.5,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.0867300478409921,0.000333408960917214,0.00114225062906488
"49",129,17,"01-P1S1C2AA-S",0.9,1,1.2,1.3,35.5,8.46,7.39,97.5,1.07,12.6808810750224,NA,1,1,1,2,"AA",278.717376069227,81.7194353544125,130,"296_17+18_10_27",0.0439586328691315,0.79133170871543,10,27,16,42,17,18,0.89126939,"2021-10-27","16:42:00",2021-10-27 16:42:00,"1_1",38342,4,5.6875,6.125,7.25,2315,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.0806730390564488,0.000289443881089105,0.00098719525785481
"50",130,33,"01-P1S1C4AA-S",1.1,1.1,1,1,40,6.255,5.62,90,0.635,10.1781528363807,NA,1,1,1,4,"AA",281.286259136533,81.171292886208,131,"298_33+34_10_27",0.0622026827360443,0.916205831020496,10,27,16,45,33,34,0.89126939,"2021-10-27","16:45:00",2021-10-27 16:45:00,"1_1",38246,4,5.625,4.125,4.125,2321,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.200725107589499,0.000713597273488108,0.00247285832776978
"51",131,13,"01-P1S1C1AA-S",1.3,1.4,1,1,39,8.05,6.65,100,1.4,17.3970219839754,NA,1,1,1,1,"AA",294.39083449101,85.0723655638031,132,"299_13+14_10_27",0.0719091600774373,0.844540508812149,10,27,16,47,13,14,0.89126939,"2021-10-27","16:47:00",2021-10-27 16:47:00,"1_1",38150,4,5.875,5.75,6.25,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",1.306706,0.152663811702046,0.000518575287732704,0.00179451706426984
"52",5,37,"25-P1S2C1AA",22.9,22.3,25.2,22.2,99.7,1257,786.22,95,470.78,37.4526650755768,NA,25,1,2,1,"AA",8093.37922347635,41972.8766313564,5,"33_37_10_27",4.50769230769231,0.893571811688485,10,27,10,10,37,0,0.8921576,"2021-10-27","10:10:00",2021-10-27 10:10:00,"1_2",38379,4,5.125,5.5,6.5,2621,202,0,94206486,11,"TMS-94206486",1,2,"1_2",1.5637,11.790109889822,0.150116341484944,0.00028089830471648
"53",6,38,"25-P1S2C2AA",24.5,23.8,26.1,25.4,100,1686.9,1030.61,95,656.29,38.9050921809236,NA,25,1,2,2,"AA",8817.35444152072,48907.9871818512,6,"34_38_10_27",2.95824175824175,0.883720794107603,10,27,10,14,38,0,0.8921576,"2021-10-27","10:14:00",2021-10-27 10:14:00,"1_2",38283,4,5.125,5,5.125,2625,202,0,94206486,11,"TMS-94206486",1,2,"1_2",1.5637,9.81333759151889,0.12494729487358,0.000200648976925397
"54",7,39,"25-P1S2C4AA",22.2,19.1,21.1,19.4,100.8,1042.8,538.46,90,504.34,48.3640199462984,NA,25,1,2,4,"AA",7132.93996223768,33109.3674982963,7,"35_39_10_27",2.75164835164835,0.976491988736887,10,27,10,17,39,0,0.8921576,"2021-10-27","10:17:00",2021-10-27 10:17:00,"1_2",38187,4,5.25,5.625,6.375,2629,202,0,94206486,11,"TMS-94206486",1,2,"1_2",1.5637,7.33820244803556,0.0934328954411125,0.000221635235055854
