"","type2","Class_mean","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Class_sd","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Class_n","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n","species","Diameter","Class","Month"
"23","AA_25_2_12",2,96.6,38.4678691884342,274.266666666667,2460.06666666667,0.0013942276528652,0,1.90462232657725,2.28795308101212,1.49880819511608,366.20796177086,0.00167821076636643,30,30,30,30,30,30,"AA","25","2","12"
"24","AA_25_2_7",2,96.7727272727273,38.7062104182825,295.391477272727,546.977272727273,0.0033628684549893,0,1.8535150310698,2.18494755970165,0.309899326386352,89.3713154742522,0.00380000477515851,44,44,44,44,44,44,"AA","25","2","7"
"25","AA_25_4_10",4,76,51.6819882930875,283.034191176471,2387.55882352941,0.00149421496157682,0,15.7595569850055,8.56301888285728,0.39532433969609,313.895484553086,0.00214326340228936,34,34,34,34,34,34,"AA","25","4","10"
"26","AA_25_4_12",4,77.969696969697,51.2121543659665,274.131060606061,2465.09090909091,0.00111849415875857,0,14.3907193367914,9.17921477303544,1.56300654667923,377.736545395429,0.00127735648223975,33,33,33,33,33,33,"AA","25","4","12"
"27","AA_25_4_7",4,78.8139534883721,51.8652763430639,295.360755813953,538.976744186047,0.00340191026562397,0,14.3680462501136,9.62873130506972,0.301910846429179,83.2476192629964,0.00301045213515148,43,43,43,43,43,43,"AA","25","4","7"
"28","FS_1_1_10",1,98.8875,33.689074544559,283.0375,2403.225,1.90200324158394e-05,0,1.41642154742153,15.8340224101997,0.36256078181847,317.565780587267,1.17628635701034e-05,40,40,40,40,40,40,"FS","1","1","10"
"29","FS_1_1_12",1,98.6842105263158,33.1054318909762,273.538157894737,2546.78947368421,1.78036978460737e-05,0,1.66007468302374,16.6003722944832,1.42545968270504,358.65297045525,1.7935158136481e-05,19,19,19,19,19,19,"FS","1","1","12"
"30","FS_1_1_7",1,98.9444444444444,35.3859611090293,295.393055555556,534.844444444444,5.27146089854761e-05,0,1.43504126572842,18.1528867189682,0.288333223857047,90.6426438763173,4.48783695200994e-05,45,45,45,45,45,45,"FS","1","1","7"
"31","FS_1_2_10",2,97.5571428571429,37.1582319977965,283.007142857143,2327.82857142857,2.31835250204685e-05,0,2.5661009234985,16.4216005924227,0.349491301992006,347.008093287063,1.50364929057328e-05,35,35,35,35,35,35,"FS","1","2","10"
"32","FS_1_2_12",2,98.1666666666667,32.8809743062854,273.908333333333,2517.6,1.26578092666562e-05,0,2.24933852710609,14.9236070212133,1.39251560220378,396.575843944131,1.00311869406225e-05,15,15,15,15,15,15,"FS","1","2","12"
"33","FS_1_2_7",2,97.2236842105263,36.1057539135294,295.334210526316,551.368421052632,0.000145724654555044,0,2.80370741143457,12.9942831651915,0.330382714839291,89.8994696952857,9.93727704897813e-05,38,38,38,38,38,38,"FS","1","2","7"
"34","FS_1_4_10",4,52.1714285714286,31.089459700361,283.005357142857,2332.4,1.61388505849098e-05,0,20.7782206596598,12.3354875620486,0.339215218240152,330.445706139272,1.44618399933258e-05,35,35,35,35,35,35,"FS","1","4","10"
"35","FS_1_4_12",4,57.8235294117647,30.3086586875286,273.929411764706,2490.17647058824,2.22830561328571e-05,0,12.7339864836078,16.54121728191,1.50473173725516,368.554649152286,1.31453591727987e-05,17,17,17,17,17,17,"FS","1","4","12"
"36","FS_1_4_7",4,49.3625,31.3709004760817,295.3359375,545.55,1.30457699465115e-05,0,17.7446226957742,12.2730540588383,0.319782922915627,91.3275171271802,1.97856250702984e-05,40,40,40,40,40,40,"FS","1","4","7"
"37","FS_10_1_10",1,96.8695652173913,40.8343746365039,283.008695652174,2346.65217391304,0.000118660199935575,0,4.0530301183308,12.9810096267212,0.364299838019009,325.689505674162,6.06812599548049e-05,46,46,46,46,46,46,"FS","10","1","10"
"38","FS_10_1_12",1,96.9090909090909,40.9833593105109,274.309090909091,2531.54545454545,6.51120480376723e-05,0,4.29738670211705,13.3888796717357,1.54949675883098,311.835537739692,3.2336572031961e-05,22,22,22,22,22,22,"FS","10","1","12"
"39","FS_10_1_7",1,96.9230769230769,41.3369343188693,295.332692307692,541.153846153846,0.000393866163784922,0,4.02368553056384,14.8571818492849,0.317688822250336,82.393218980306,0.000175672552428622,52,52,52,52,52,52,"FS","10","1","7"
"40","FS_10_2_10",2,98.1702127659574,34.9080189457358,282.995744680851,2346.02127659574,0.000125875079514521,0,1.76091810213939,17.6922134470187,0.371096317515097,322.158986497263,7.93761053493272e-05,47,47,47,47,47,47,"FS","10","2","10"
"41","FS_10_2_12",2,98.2173913043478,33.6810863392514,273.802173913043,2493.34782608696,7.85089449485605e-05,0,1.88188787558786,15.1874789641154,1.45332520455596,351.409578269581,5.68137787327354e-05,23,23,23,23,23,23,"FS","10","2","12"
"42","FS_10_2_7",2,98.2678571428571,33.9344315876414,295.302901785714,536.821428571429,0.000632190079047331,0,1.71083256104975,16.455802572105,0.320448824727881,81.114085122097,0.000334414100369966,56,56,56,56,56,56,"FS","10","2","7"
"43","FS_10_4_10",4,75.195652173913,62.4804427235745,282.99375,2358.04347826087,7.78955684934642e-05,0,11.7068252935673,18.0203753237818,0.374942125163634,314.878950746455,5.72375575853958e-05,46,46,46,46,46,46,"FS","10","4","10"
"44","FS_10_4_12",4,75.7368421052632,62.0401340822184,274.021710526316,2527.57894736842,4.30857624249795e-05,0,9.13383274342131,18.2180348479522,1.77272860393699,342.489304908355,2.64361026899137e-05,19,19,19,19,19,19,"FS","10","4","12"
"45","FS_10_4_7",4,78.175,61.8975655774328,295.2140625,535.975,0.000414436449099835,0,8.69095462579873,19.2291428685237,0.313456069540935,69.1514456529828,0.000219991298391981,40,40,40,40,40,40,"FS","10","4","7"
"46","FS_25_1_10",1,97.8064516129032,40.1591709667313,283.073387096774,2405.8064516129,0.00121272557045101,0,3.15615118816901,11.4862866480664,0.365044830801127,317.432346530179,0.00164567621994054,31,31,31,31,31,31,"FS","25","1","10"
"47","FS_25_1_12",1,98.0322580645161,42.9296610070574,274.075403225806,2495.51612903226,0.00149121070419415,0,3.04941383403152,15.516084147384,1.52115459119794,375.322960570204,0.00152571512873443,31,31,31,31,31,31,"FS","25","1","12"
"48","FS_25_1_7",1,97.8409090909091,41.5889895813903,295.351704545455,541.886363636364,0.00189383302977925,0,3.15449610333599,13.2450196896611,0.315498301292405,89.0367616549716,0.002220451548088,44,44,44,44,44,44,"FS","25","1","7"
"49","FS_25_2_10",2,90.5333333333333,17.2370846144507,283.1375,2425.73333333333,0.00138615553622603,0,10.0746637946242,99.2097371991311,0.389932575957823,303.00847072868,0.00140632350495186,30,30,30,30,30,30,"FS","25","2","10"
"50","FS_25_2_12",2,90.8928571428571,16.351769424074,273.862053571429,2485.57142857143,0.00117161450933931,0,9.18670249031189,102.771977213008,1.39145657987969,381.431070280937,0.00189087037708134,28,28,28,28,28,28,"FS","25","2","12"
"51","FS_25_2_7",2,91,-7.29055700520937,295.403289473684,538.157894736842,0.00562483504368756,0,8.99549436767757,148.559995860036,0.305131841942599,93.8787390131084,0.00260899298694568,38,38,38,38,38,38,"FS","25","2","7"
"52","FS_25_4_10",4,56.2121212121212,58.2670085587604,283.091287878788,2405.0303030303,0.00163145658714935,0,19.2447356044412,11.6839079497292,0.374002381975683,316.203700647273,0.00236762844877832,33,33,33,33,33,33,"FS","25","4","10"
"53","FS_25_4_12",4,53.9705882352941,58.1333631740669,274.015808823529,2485.91176470588,0.00140049515354242,0,22.3532050364387,11.3487573742059,1.60816839167433,353.511936076148,0.00226161309362771,34,34,34,34,34,34,"FS","25","4","12"
"54","FS_25_4_7",4,53.0263157894737,59.3072672532194,295.393421052632,545.921052631579,0.00430899816826937,0,20.7800408944077,11.1030487107172,0.301246521260968,85.7716583881051,0.00321717690145987,38,38,38,38,38,38,"FS","25","4","7"
