"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"18",1,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",1383.73080267583,3047.20481130963,2,"1_143_7_27",2.55932838347137,0.999915815373917,7,27,8,22,143,0,0.89837507,"2021-7-27","8:22:00",2021-07-27 08:22:00,"3_1",29477,4,15,19.25,22.9375,1918,202,0,94206490,15,"TMS-94206490",3,1,"3_1",297.0875,11.661397,0.812448447010571,0.000587143428071034,0.000266620886129868
"19",2,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",1496.42729363937,3509.92698256391,4,"2_144_7_27",11.542772479564,0.999783939799129,7,27,8,34,144,0,0.89837507,"2021-7-27","8:34:00",2021-07-27 08:34:00,"3_1",29478,4,15,19.25,22.75,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.9,11.661397,3.46956873142485,0.00231856819651206,0.000988501683556511
"20",3,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",1398.02933773139,3079.10113972214,5,"3_141_7_27",0.822937992216745,0.996140458231731,7,27,8,37,141,0,0.89847376,"2021-7-27","8:37:00",2021-07-27 08:37:00,"3_1",29478,4,15,19.25,22.75,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.9,11.661397,0.260464011743092,0.000186307972739508,8.45909244041905e-05
"21",4,145,"10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,10,3,1,4,"FS",1657.01865069258,4173.37022084502,6,"4_145_7_27",5.55631496921499,0.99582547232958,7,27,8,41,145,0,0.89847376,"2021-7-27","8:41:00",2021-07-27 08:41:00,"3_1",29478,4,15,19.25,22.75,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.9,11.661397,1.53437451341511,0.000925985059235023,0.000367658374939099
"22",5,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",340.861807305562,113.392841588211,7,"5_240+241_7_27",0.637477696123673,0.991836568085393,7,27,8,52,240,241,0.89847376,"2021-7-27","8:52:00",2021-07-27 08:52:00,"3_1",29479,4,15,19.25,23,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",297.15,1.306706,0.028030511165218,8.22342385226232e-05,0.000247198242610513
"23",6,208,"01-P3S1C1AA-S",0.8,0.9,1,1,41.1,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",270.334054188703,70.4857545236448,8,"6_208+229_7_27",0.190269073569489,0.983729569895976,7,27,8,55,208,229,0.89867114,"2021-7-27","8:55:00",2021-07-27 08:55:00,"3_1",29479,4,15,19.25,23,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",297.15,1.306706,0.00866904078017532,3.20678828503197e-05,0.000122989969232254
"24",7,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",353.817035289252,110.848020639109,9,"7_232+233_7_27",0.261440471088745,0.99450128739523,7,27,8,57,232,233,0.89867114,"2021-7-27","8:57:00",2021-07-27 08:57:00,"3_1",29479,4,15,19.25,23,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",297.15,1.306706,0.0115228368743306,3.2567219000381e-05,0.000103951670114578
"25",8,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",272.181205607156,79.3220729104887,10,"8_246+247_7_27",0,0.121976770649525,7,27,9,2,246,247,0.89867114,"2021-7-27","9:2:00",2021-07-27 09:02:00,"3_1",29480,4,15,19.375,23.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",297.4,1.306706,0,0,0
"26",9,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,4,"AA",308.906882157463,88.1341094041142,11,"9_238+239_7_27",0,0.564851741110761,7,27,9,4,238,239,0.89867114,"2021-7-27","9:4:00",2021-07-27 09:04:00,"3_1",29480,4,15,19.375,23.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",297.4,1.306706,0,0,0
"27",11,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",412.426359241151,152.449710506262,13,"11_248+249_7_27",0,0.438245980685427,7,27,9,12,248,249,0.89867114,"2021-7-27","9:12:00",2021-07-27 09:12:00,"3_1",29480,4,15,19.375,23.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",297.4,1.306706,0,0,0
"28",47,208,"01-P3S1C1AA-S",0.8,0.9,1,1,41.1,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",270.334054188703,70.4857545236448,49,"47_208+229_7_27",0.241141584215705,0.991912872451127,7,27,11,34,208,229,0.89857245,"2021-7-27","11:34:00",2021-07-27 11:34:00,"3_1",29490,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,1.306706,0.0110134856822412,4.07402822973734e-05,0.000156251227736332
"29",48,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",353.817035289252,110.848020639109,50,"48_232+233_7_27",0.551941213909627,0.997778507376946,7,27,11,36,232,233,0.89857245,"2021-7-27","11:36:00",2021-07-27 11:36:00,"3_1",29490,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,1.306706,0.0243853649826577,6.89208335113719e-05,0.000219989178354838
"30",49,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",272.181205607156,79.3220729104887,51,"49_246+247_7_27",0.0303650986518541,0.766134796754485,7,27,11,39,246,247,0.89857245,"2021-7-27","11:39:00",2021-07-27 11:39:00,"3_1",29490,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,1.306706,0.0013769303044026,5.05887355936673e-06,1.73587282061628e-05
"31",50,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",340.861807305562,113.392841588211,52,"50_240+241_7_27",1.01946221093094,0.999387923428582,7,27,11,42,240,241,0.89857245,"2021-7-27","11:42:00",2021-07-27 11:42:00,"3_1",29490,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,1.306706,0.0449451042112192,0.000131857260766469,0.000396366327730268
"32",51,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.645,5.565,90,4.08,42.7027718012059,NA,1,3,1,4,"AA",296.607165603751,82.5339586997026,53,"51_238+299_7_27",0.396086956521812,0.911391835128274,7,27,11,45,238,299,0.89857245,"2021-7-27","11:45:00",2021-07-27 11:45:00,"3_1",29394,4,14.75,18.75,22.25,1918,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,1.306706,0.0179138868818796,6.03960017129575e-05,0.000217048681101785
"33",52,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",412.426359241151,152.449710506262,54,"52_248+249_7_27",0.450373526802686,0.986214251763143,7,27,11,48,248,249,0.89867114,"2021-7-27","11:48:00",2021-07-27 11:48:00,"3_1",29491,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,1.306706,0.019207888681826,4.65728929575883e-05,0.000125994917393018
"34",53,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",1398.02933773139,3079.10113972214,55,"53_141_7_27",0.861055157385721,0.98127614282069,7,27,11,56,141,0,0.89867114,"2021-7-27","11:56:00",2021-07-27 11:56:00,"3_1",29491,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,11.661397,0.273047987730433,0.000195309197283022,8.86778236050645e-05
"35",54,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",1383.73080267583,3047.20481130963,56,"54_143_7_27",2.8252411516263,0.99730507321339,7,27,11,59,143,0,0.89867114,"2021-7-27","11:59:00",2021-07-27 11:59:00,"3_1",29395,4,14.75,18.6875,22.25,1918,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,11.661397,0.899237907376051,0.000649864775458582,0.000295102549076633
"36",55,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",1496.42729363937,3509.92698256391,57,"55_144_7_27",7.92239782016349,0.997270972388333,7,27,12,1,144,0,0.89876983,"2021-7-27","12:1:00",2021-07-27 12:01:00,"3_1",29395,4,14.75,18.6875,22.25,1918,202,0,94206490,15,"TMS-94206490",3,1,"3_1",296.4,11.661397,2.38640856207852,0.00159473739367229,0.000679902623027022
"37",92,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",1496.42729363937,3509.92698256391,94,"92_144_7_27",8.39739298032055,0.99856841427403,7,27,15,45,144,0,0.89867114,"2021-7-27","15:45:00",2021-07-27 15:45:00,"3_1",29410,4,14.875,18.25,21.1875,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",295.3375,11.661397,2.53830931845772,0.00169624633902824,0.000723180092083724
"38",93,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",1398.02933773139,3079.10113972214,95,"93_141_7_27",0.919204368307002,0.999408794286688,7,27,15,48,141,0,0.89857245,"2021-7-27","15:48:00",2021-07-27 15:48:00,"3_1",29507,4,15.25,17.75,19.75,1915,202,0,94206490,15,"TMS-94206490",3,1,"3_1",293.9,11.661397,0.293934798716213,0.000210249378023202,9.54612353989575e-05
"39",94,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",1383.73080267583,3047.20481130963,96,"94_143_7_27",2.76737565998674,0.911912524662917,7,27,15,51,143,0,0.89847376,"2021-7-27","15:51:00",2021-07-27 15:51:00,"3_1",29507,4,15.25,17.75,19.75,1915,202,0,94206490,15,"TMS-94206490",3,1,"3_1",293.9,11.661397,0.888117476045797,0.000641828218558388,0.000291453161516932
"40",95,145,"10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,10,3,1,4,"FS",1657.01865069258,4173.37022084502,97,"95_145_7_27",10.1107744330612,0.992135226108054,7,27,15,55,145,0,0.89857245,"2021-7-27","15:55:00",2021-07-27 15:55:00,"3_1",29507,4,15.25,17.75,19.75,1915,202,0,94206490,15,"TMS-94206490",3,1,"3_1",293.9,11.661397,2.8208971611547,0.00170239312633907,0.000675927850125773
"41",96,229,"01-P3S1C1AA-F",1.3,1.4,0.9,1,40.8,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",270.334054188703,70.4857545236448,98,"96_229+208_7_27",0.220329767626181,0.997811299435366,7,27,16,1,229,208,0.89857245,"2021-7-27","16:1:00",2021-07-27 16:01:00,"3_1",29411,4,14.875,18.3125,21.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",295.4,1.306706,0.0100970281381299,3.7350189447763e-05,0.000143249202712908
"42",97,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",353.817035289252,110.848020639109,99,"97_232+233_7_27",0.336501186136665,0.992252282324111,7,27,16,4,232,233,0.89857245,"2021-7-27","16:4:00",2021-07-27 16:04:00,"3_1",29508,4,15.25,17.625,19.375,1914,202,0,94206490,15,"TMS-94206490",3,1,"3_1",293.525,1.306706,0.0150126077600056,4.24304266405163e-05,0.000135434152756616
"43",98,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",272.181205607156,79.3220729104887,100,"98_246+247_7_27",0,0.142478662466508,7,27,16,7,246,247,0.89867114,"2021-7-27","16:7:00",2021-07-27 16:07:00,"3_1",29508,4,15.25,17.625,19.375,1914,202,0,94206490,15,"TMS-94206490",3,1,"3_1",293.525,1.306706,0,0,0
"44",99,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",340.861807305562,113.392841588211,101,"99_240+241_7_27",0.8789590927501,0.999447893217669,7,27,16,10,240,241,0.89867114,"2021-7-27","16:10:00",2021-07-27 16:10:00,"3_1",29508,4,15.25,17.625,19.375,1914,202,0,94206490,15,"TMS-94206490",3,1,"3_1",293.525,1.306706,0.0391345839658096,0.000114810703713508,0.000345123937434497
"45",100,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,4,"AA",308.906882157463,88.1341094041142,102,"100_238+239_7_27",0,0.575404085589901,7,27,16,12,238,239,0.89867114,"2021-7-27","16:12:00",2021-07-27 16:12:00,"3_1",29508,4,15.25,17.625,19.375,1914,202,0,94206490,15,"TMS-94206490",3,1,"3_1",293.525,1.306706,0,0,0
"46",101,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",412.426359241151,152.449710506262,103,"101_248+249_7_27",0,0.658844539362332,7,27,16,15,248,249,0.89867114,"2021-7-27","16:15:00",2021-07-27 16:15:00,"3_1",29412,4,14.875,18.375,21.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",295.4,1.306706,0,0,0
"47",77,530,"01-P3S1C1AA-W",1.2,1.4,1,0.9,38.3,12.6676666666667,8.28,100,7.14766666666667,52.2856681105805,NA,1,3,1,1,"AA",250.078168431998,63.469007331852,80,"80_530+531_7_30",0.230881852230165,0.995451189900953,7,30,16,1,530,531,0.87824231,"2021-7-30","16:1:00",2021-07-30 16:01:00,"3_1",29699,4,15.375,17.875,20.125,1905,202,0,94206490,15,"TMS-94206490",3,1,"3_1",294.275,1.306706,0.0104396668482213,4.17456146359295e-05,0.000164484482853761
"48",6,146,"25-P3S2C1AA",23.3,21.8,22,22.2,99.4,1328,813.15,100,514.85,38.7688253012048,NA,25,3,2,1,"AA",7754.51507244074,38911.1355399389,9,"7_146_7_27",2.61758241758242,0.968653052305234,7,27,8,53,146,0,0.8990659,"2021-7-27","8:53:00",2021-07-27 08:53:00,"3_2",29516,4,15.25,19.25,23.125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",297.275,1.5637,0.150858181904578,0.00192078602847759,0.00038278924534276
"49",7,147,"25-P3S2C2AA",22,21.2,23.2,20.8,100,1352.2,838.88,96,513.32,37.9618399645023,NA,25,3,2,2,"AA",7595.2537603551,37326.3095148515,10,"8_147_7_27",4.13186813186813,0.984419302907246,7,27,8,56,147,0,0.9000528,"2021-7-27","8:56:00",2021-07-27 08:56:00,"3_2",29516,4,15.25,19.25,23.125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",297.275,1.5637,0.238391858040972,0.00303529940800657,0.000617630554483098
"50",8,148,"25-P3S2C4AA",25,23,24,24.8,99.4,1047.3,565.86,80,481.44,45.9696362073904,NA,25,3,2,4,"AA",8477.03758610992,45721.1226073268,11,"9_148_7_27",4.41538461538462,0.994690490126614,7,27,8,59,148,0,0.9000528,"2021-7-27","8:59:00",2021-07-27 08:59:00,"3_2",29420,4,14.625,18.25,22,2092,202,0,94206500,10,"TMS-94206500",3,2,"3_2",296.15,1.5637,0.255717327430127,0.00325589413558027,0.000603667088421094
"51",9,149,"25-P3S2C1FS",28,25.5,26.2,24,99.3,2697.5,1569.94,98,1127.56,41.8001853568119,NA,25,3,2,1,"FS",9144.65619122317,52435.2369717568,12,"10_149_7_27",2.11208791208791,0.989898654261505,7,27,9,2,149,0,0.9000528,"2021-7-27","9:2:00",2021-07-27 09:02:00,"3_2",29517,4,15.25,19.3125,23.3125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",297.4625,1.5637,0.121782005339067,0.00155057665034849,0.000270419114787503
"52",10,150,"25-P3S2C2FS",22.1,21,22,22,100.1,1344.5,866.21,95,478.29,35.5738192636668,NA,25,3,2,2,"FS",7592.54970135671,37278.2693926402,13,"11_150_7_27",10.9454545454546,0.997245497447751,7,27,9,6,150,0,0.9000528,"2021-7-27","9:6:00",2021-07-27 09:06:00,"3_2",29517,4,15.25,19.3125,23.3125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",297.4625,1.5637,0.631109811416594,0.00803553968965958,0.00163661659902619
"53",11,151,"25-P3S2C4FS",20.3,20.2,20.5,19,100,1086.1,657.18,60,428.92,39.4917595064911,NA,25,3,2,4,"FS",6911.62164759137,31417.5627820717,14,"12_151_7_27",4.74285714285715,0.986853994490358,7,27,9,10,151,0,0.8990659,"2021-7-27","9:10:00",2021-07-27 09:10:00,"3_2",29517,4,15.25,19.3125,23.3125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",297.4625,1.5637,0.273171075465382,0.00347812215760357,0.000765160065540733
"54",35,146,"25-P3S2C1AA",23.3,21.8,22,22.2,99.4,1328,813.15,100,514.85,38.7688253012048,NA,25,3,2,1,"AA",7754.51507244074,38911.1355399389,38,"38_146_7_27",1.09010989010988,0.902016572559943,7,27,12,50,146,0,0.9000528,"2021-7-27","12:50:00",2021-07-27 12:50:00,"3_2",29532,4,15.375,18.9375,22.1875,2050,202,0,94206500,10,"TMS-94206500",3,2,"3_2",296.3375,1.5637,0.063093848824915,0.00080333583353424,0.000160095040736578
