"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"20",4,12,"10-P1S1C4FS",12.5,12.4,12.8,12.3,39.8,537.1,123.23,65,413.87,77.0564140755911,NA,10,1,1,4,"FS",1808.38443156434,4884.22087766697,5,"171_12_10_27",0.451436742277879,0.994889818062684,10,27,9,58,12,0,0.89136808,"2021-10-27","9:58:00",2021-10-27 09:58:00,"1_1",38315,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,11.661397,0.118418522171553,6.54830466932935e-05,2.42451201814029e-05
"21",5,133,"10-P1S1C1FS",9.5,9,8.8,8.2,39.3,362,221.02,98,140.98,38.9447513812155,NA,10,1,1,1,"FS",1219.74377783974,2432.63827518352,6,"172_133_10_27",0.259883849717328,0.993413673046862,10,27,10,0,133,0,0.89126939,"2021-10-27","10:0:00",2021-10-27 10:00:00,"1_1",38219,4,5.5625,4.875,5,2324,202,0,94206489,14,"TMS-94206489",1,1,"1_1",279.15,11.661397,0.0933202455345733,7.65080726214899e-05,3.83617434974105e-05
"22",6,8,"10-P1S1C2AA",13.8,14,13.6,13.4,44,426.4,328.04,100,98.36,23.0675422138837,NA,10,1,1,2,"AA",2188.65720946633,6486.56154359748,7,"173_8_10_27",0.14900885558582,0.955975543029156,10,27,10,5,8,0,0.89126939,"2021-10-27","10:5:00",2021-10-27 10:05:00,"1_1",38123,4,5.625,5.75,6.25,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4,11.661397,0.029869058718932,1.36472073332192e-05,4.6047599360888e-06
"23",7,25,"01-P1S1C2FS-S",1.5,1.5,1.3,1.2,39.5,9.165,7.775,98,1.39,15.1790842041298,NA,1,1,1,2,"FS",192.210074780442,64.1893483473814,8,"174_25+26_10_27",0.0336069482288853,0.78727387980626,10,27,10,9,25,26,0.89126939,"2021-10-27","10:9:00",2021-10-27 10:09:00,"1_1",38316,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,1.306706,0.00161605884147338,8.40777385534745e-06,2.51764332101886e-05
"24",8,21,"01-P1S1C1FS-S",1.3,1.2,1,1,38,11.87,8.61,100,3.26,27.6917006256098,NA,1,1,1,1,"FS",260.131124257717,75.9290873947648,9,"175_21+22_10_27",0,0.626107131711563,10,27,10,11,21,22,0.89126939,"2021-10-27","10:11:00",2021-10-27 10:11:00,"1_1",38316,4,5.5,5.8125,6.5,2319,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,1.306706,0,0,0
"25",9,17,"01-P1S1C2AA-S",0.9,1,1.2,1.3,35.5,8.46,7.39,97.5,1.07,12.6808810750224,NA,1,1,1,2,"AA",278.717376069227,81.7194353544125,10,"176_17+18_10_27",0.0745980926430621,0.811567367906032,10,27,10,15,17,18,0.89126939,"2021-10-27","10:15:00",2021-10-27 10:15:00,"1_1",38220,4,5.625,4.875,5,2324,202,0,94206489,14,"TMS-94206489",1,1,"1_1",279.15,1.306706,0.00355559542086254,1.27569923016906e-05,4.35097893841548e-05
"26",10,29,"01-P1S1C4FS-S",1.5,1.5,1.3,1.3,42,8.735,7.76,61,0.975,11.3128976962455,NA,1,1,1,4,"FS",198.588230331761,66.8161779547111,11,"177_29+30_10_27",0,0.333317520090971,10,27,10,17,29,30,0.89126939,"2021-10-27","10:17:00",2021-10-27 10:17:00,"1_1",38124,4,5.6875,5.75,6.3125,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4625,1.306706,0,0,0
"27",11,33,"01-P1S1C4AA-S",1.1,1.1,1,1,40,6.255,5.62,90,0.635,10.1781528363807,NA,1,1,1,4,"AA",281.286259136533,81.171292886208,12,"178_33+34_10_27",0,0.724767924592646,10,27,10,19,33,34,0.89126939,"2021-10-27","10:19:00",2021-10-27 10:19:00,"1_1",38124,4,5.6875,5.75,6.3125,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4625,1.306706,0,0,0
"28",12,13,"01-P1S1C1AA-S",1.3,1.4,1,1,39,8.05,6.65,100,1.4,17.3970219839754,NA,1,1,1,1,"AA",294.39083449101,85.0723655638031,13,"179_13+14_10_27",0.0924376554996232,0.92298999016374,10,27,10,21,13,14,0.89126939,"2021-10-27","10:21:00",2021-10-27 10:21:00,"1_1",38124,4,5.6875,5.75,6.3125,2333,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4625,1.306706,0.0043732673103733,1.48553106890522e-05,5.14064382880409e-05
"29",61,25,"01-P1S1C2FS-S",1.5,1.5,1.3,1.2,39.5,9.165,7.775,98,1.39,15.1790842041298,NA,1,1,1,2,"FS",192.210074780442,64.1893483473814,62,"228_25+26_10_27",0.116938272865332,0.94589895269777,10,27,13,28,25,26,0.89166415,"2021-10-27","13:28:00",2021-10-27 13:28:00,"1_1",38329,4,5.625,5.9375,6.625,2317,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.775,1.306706,0.00562320210750082,2.92555013774595e-05,8.76033524607393e-05
"30",62,21,"01-P1S1C1FS-S",1.3,1.2,1,1,38,11.87,8.61,100,3.26,27.6917006256098,NA,1,1,1,1,"FS",260.131124257717,75.9290873947648,63,"229_21+22_10_27",0.0917608991825677,0.929372325141868,10,27,13,30,21,22,0.89136808,"2021-10-27","13:30:00",2021-10-27 13:30:00,"1_1",38233,4,5.625,4.6875,4.75,2322,202,0,94206489,14,"TMS-94206489",1,1,"1_1",278.9,1.306706,0.00439873192768908,1.69096717674244e-05,5.79321058452806e-05
"31",63,17,"01-P1S1C2AA-S",0.9,1,1.2,1.3,35.5,8.46,7.39,97.5,1.07,12.6808810750224,NA,1,1,1,2,"AA",278.717376069227,81.7194353544125,64,"230_17+18_10_27",0.0857837181044959,0.959147363964747,10,27,13,32,17,18,0.89156546,"2021-10-27","13:32:00",2021-10-27 13:32:00,"1_1",38137,4,5.8125,5.875,6.5,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,1.306706,0.0040682376081308,1.45962826771171e-05,4.97829872476123e-05
"32",64,29,"01-P1S1C4FS-S",1.5,1.5,1.3,1.3,42,8.735,7.76,61,0.975,11.3128976962455,NA,1,1,1,4,"FS",198.588230331761,66.8161779547111,65,"231_29+30_10_27",0.0450443509163849,0.845621203783712,10,27,13,34,29,30,0.89156546,"2021-10-27","13:34:00",2021-10-27 13:34:00,"1_1",38137,4,5.8125,5.875,6.5,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,1.306706,0.00216218846985437,1.08877976617357e-05,3.23602536996344e-05
"33",65,33,"01-P1S1C4AA-S",1.1,1.1,1,1,40,6.255,5.62,90,0.635,10.1781528363807,NA,1,1,1,4,"AA",281.286259136533,81.171292886208,66,"232_33+34_10_27",0.0495486894636346,0.774465347427492,10,27,13,36,33,34,0.89156546,"2021-10-27","13:36:00",2021-10-27 13:36:00,"1_1",38137,4,5.8125,5.875,6.5,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,1.306706,0.00235086616824372,8.35755779702923e-06,2.89617928291389e-05
"34",66,13,"01-P1S1C1AA-S",1.3,1.4,1,1,39,8.05,6.65,100,1.4,17.3970219839754,NA,1,1,1,1,"AA",294.39083449101,85.0723655638031,67,"233_13+14_10_27",0.11317438692098,0.969415995207867,10,27,13,38,13,14,0.89156546,"2021-10-27","13:38:00",2021-10-27 13:38:00,"1_1",38330,4,5.625,5.875,6.375,2317,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.525,1.306706,0.00535491678531108,1.81898216857516e-05,6.2945431807641e-05
"35",67,7,"10-P1S1C1AA",13,12.7,12.2,12.1,39.7,3126.7,201.76,96,2924.94,93.5471903284613,NA,10,1,1,1,"AA",1804.70528822369,4873.19617819751,68,"234_7_10_27",0.302622530843393,0.991776031368066,10,27,13,42,7,0,0.89156546,"2021-10-27","13:42:00",2021-10-27 13:42:00,"1_1",38330,4,5.625,5.875,6.375,2317,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.525,11.661397,0.0795645361760465,4.40872738032253e-05,1.63269717176614e-05
"36",68,11,"10-P1S1C2FS",8.6,9.3,8.6,8.4,38.8,245.9,177.81,100,68.09,27.6901179341196,NA,10,1,1,2,"FS",1183.19861666272,2320.32457067182,69,"235_11_10_27",0.441413458225391,0.996782456431363,10,27,13,44,11,0,0.89156546,"2021-10-27","13:44:00",2021-10-27 13:44:00,"1_1",38234,4,5.625,4.625,4.6875,2322,202,0,94206489,14,"TMS-94206489",1,1,"1_1",278.8375,11.661397,0.160666855866919,0.000135790266827804,6.92432679021282e-05
"37",69,9,"10-P1S1C4AA",13.5,13.5,12.6,12.8,39.4,337.7,236.85,91,100.85,29.863784424045,NA,10,1,1,4,"AA",1891.40087829947,5312.06822887375,70,"236_9_10_27",0.500772757464319,0.987031720000024,10,27,13,47,9,0,0.89176284,"2021-10-27","13:47:00",2021-10-27 13:47:00,"1_1",38138,4,5.8125,5.8125,6.3125,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4625,11.661397,0.123204057558448,6.51390506222131e-05,2.31932370312512e-05
"38",70,12,"10-P1S1C4FS",12.5,12.4,12.8,12.3,39.8,537.1,123.23,65,413.87,77.0564140755911,NA,10,1,1,4,"FS",1808.38443156434,4884.22087766697,71,"237_12_10_27",0.442935254296128,0.990012403096491,10,27,13,49,12,0,0.89166415,"2021-10-27","13:49:00",2021-10-27 13:49:00,"1_1",38138,4,5.8125,5.8125,6.3125,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4625,11.661397,0.116304750898306,6.43141739490073e-05,2.38123446525745e-05
"39",71,133,"10-P1S1C1FS",9.5,9,8.8,8.2,39.3,362,221.02,98,140.98,38.9447513812155,NA,10,1,1,1,"FS",1219.74377783974,2432.63827518352,72,"238_133_10_27",0.438307280437903,0.988672208981167,10,27,13,52,133,0,0.89176284,"2021-10-27","13:52:00",2021-10-27 13:52:00,"1_1",38138,4,5.8125,5.8125,6.3125,2331,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4625,11.661397,0.156739507226732,0.000128501993676352,6.44319004702445e-05
"40",72,8,"10-P1S1C2AA",13.8,14,13.6,13.4,44,426.4,328.04,100,98.36,23.0675422138837,NA,10,1,1,2,"AA",2188.65720946633,6486.56154359748,73,"239_8_10_27",0.251457765667573,0.980947304319412,10,27,14,0,8,0,0.89176284,"2021-10-27","14:0:00",2021-10-27 14:00:00,"1_1",38235,4,5.625,4.5625,4.5625,2322,202,0,94206489,14,"TMS-94206489",1,1,"1_1",278.7125,11.661397,0.0507383631000579,2.31824165431688e-05,7.82207379966029e-06
"41",121,7,"10-P1S1C1AA",13,12.7,12.2,12.1,39.7,3126.7,201.76,96,2924.94,93.5471903284613,NA,10,1,1,1,"AA",1804.70528822369,4873.19617819751,122,"288_7_10_27",0.357074476794017,0.995783723148193,10,27,16,15,7,0,0.89146677,"2021-10-27","16:15:00",2021-10-27 16:15:00,"1_1",38244,4,5.625,4,3.9375,2321,202,0,94206489,14,"TMS-94206489",1,1,"1_1",278.0875,11.661397,0.094693269575885,5.2470212279972e-05,1.94314503486519e-05
"42",122,11,"10-P1S1C2FS",8.6,9.3,8.6,8.4,38.8,245.9,177.81,100,68.09,27.6901179341196,NA,10,1,1,2,"FS",1183.19861666272,2320.32457067182,123,"289_11_10_27",0.44886764867978,0.997142084311741,10,27,16,18,11,0,0.89146677,"2021-10-27","16:18:00",2021-10-27 16:18:00,"1_1",38148,4,5.875,5.875,6.5625,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.7125,11.661397,0.162270801989045,0.000137145868583534,6.99345272812681e-05
"43",123,9,"10-P1S1C4AA",13.5,13.5,12.6,12.8,39.4,337.7,236.85,91,100.85,29.863784424045,NA,10,1,1,4,"AA",1891.40087829947,5312.06822887375,124,"290_9_10_27",0.614797680954626,0.996474756901857,10,27,16,21,9,0,0.89136808,"2021-10-27","16:21:00",2021-10-27 16:21:00,"1_1",38148,4,5.875,5.875,6.5625,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.7125,11.661397,0.15105576075329,7.9864486945307e-05,2.84363367044547e-05
"44",124,12,"10-P1S1C4FS",12.5,12.4,12.8,12.3,39.8,537.1,123.23,65,413.87,77.0564140755911,NA,10,1,1,4,"FS",1808.38443156434,4884.22087766697,125,"291_12_10_27",0.561030905991459,0.955693269537378,10,27,16,24,12,0,0.89146677,"2021-10-27","16:24:00",2021-10-27 16:24:00,"1_1",38341,4,5.6875,6.0625,7.1875,2315,202,0,94206489,14,"TMS-94206489",1,1,"1_1",281.3375,11.661397,0.146823314471081,8.11903220954361e-05,3.00607442104898e-05
"45",125,133,"10-P1S1C1FS",9.5,9,8.8,8.2,39.3,362,221.02,98,140.98,38.9447513812155,NA,10,1,1,1,"FS",1219.74377783974,2432.63827518352,126,"292_133_10_27",0.304829700272486,0.992031086913338,10,27,16,27,133,0,0.89136808,"2021-10-27","16:27:00",2021-10-27 16:27:00,"1_1",38341,4,5.6875,6.0625,7.1875,2315,202,0,94206489,14,"TMS-94206489",1,1,"1_1",281.3375,11.661397,0.108620539440452,8.90519315727339e-05,4.46513320737166e-05
"46",126,8,"10-P1S1C2AA",13.8,14,13.6,13.4,44,426.4,328.04,100,98.36,23.0675422138837,NA,10,1,1,2,"AA",2188.65720946633,6486.56154359748,127,"293_8_10_27",0.379223931195894,0.99564487924237,10,27,16,30,8,0,0.8911707,"2021-10-27","16:30:00",2021-10-27 16:30:00,"1_1",38245,4,5.625,4.0625,4.0625,2321,202,0,94206489,14,"TMS-94206489",1,1,"1_1",278.2125,11.661397,0.0766052390043443,3.50010219384804e-05,1.18098376912737e-05
"47",127,25,"01-P1S1C2FS-S",1.5,1.5,1.3,1.2,39.5,9.165,7.775,98,1.39,15.1790842041298,NA,1,1,1,2,"FS",192.210074780442,64.1893483473814,128,"294_25+26_10_27",0.0604121253405914,0.913650978143058,10,27,16,35,25,26,0.89136808,"2021-10-27","16:35:00",2021-10-27 16:35:00,"1_1",38149,4,5.875,5.8125,6.5,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,1.306706,0.00290536228149688,1.5115556688772e-05,4.52623738408058e-05
"48",128,21,"01-P1S1C1FS-S",1.3,1.2,1,1,38,11.87,8.61,100,3.26,27.6917006256098,NA,1,1,1,1,"FS",260.131124257717,75.9290873947648,129,"295_21+22_10_27",0.0421662125340544,0.877635694639724,10,27,16,37,21,22,0.89136808,"2021-10-27","16:37:00",2021-10-27 16:37:00,"1_1",38149,4,5.875,5.8125,6.5,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.65,1.306706,0.00200871302678229,7.72192498115763e-06,2.64551187918108e-05
"49",129,17,"01-P1S1C2AA-S",0.9,1,1.2,1.3,35.5,8.46,7.39,97.5,1.07,12.6808810750224,NA,1,1,1,2,"AA",278.717376069227,81.7194353544125,130,"296_17+18_10_27",0.0439586328691315,0.79133170871543,10,27,16,42,17,18,0.89126939,"2021-10-27","16:42:00",2021-10-27 16:42:00,"1_1",38342,4,5.6875,6.125,7.25,2315,202,0,94206489,14,"TMS-94206489",1,1,"1_1",281.4,1.306706,0.00207846315976991,7.457242849666e-06,2.54341351081996e-05
"50",130,33,"01-P1S1C4AA-S",1.1,1.1,1,1,40,6.255,5.62,90,0.635,10.1781528363807,NA,1,1,1,4,"AA",281.286259136533,81.171292886208,131,"298_33+34_10_27",0.0622026827360443,0.916205831020496,10,27,16,45,33,34,0.89126939,"2021-10-27","16:45:00",2021-10-27 16:45:00,"1_1",38246,4,5.625,4.125,4.125,2321,202,0,94206489,14,"TMS-94206489",1,1,"1_1",278.275,1.306706,0.00297544180686977,1.05779849182947e-05,3.66563313342929e-05
"51",131,13,"01-P1S1C1AA-S",1.3,1.4,1,1,39,8.05,6.65,100,1.4,17.3970219839754,NA,1,1,1,1,"AA",294.39083449101,85.0723655638031,132,"299_13+14_10_27",0.0719091600774373,0.844540508812149,10,27,16,47,13,14,0.89126939,"2021-10-27","16:47:00",2021-10-27 16:47:00,"1_1",38150,4,5.875,5.75,6.25,2330,202,0,94206489,14,"TMS-94206489",1,1,"1_1",280.4,1.306706,0.0034028132066255,1.15588286317026e-05,3.9999042980337e-05
"52",5,37,"25-P1S2C1AA",22.9,22.3,25.2,22.2,99.7,1257,786.22,95,470.78,37.4526650755768,NA,25,1,2,1,"AA",8093.37922347635,41972.8766313564,5,"33_37_10_27",4.50769230769231,0.893571811688485,10,27,10,10,37,0,0.8921576,"2021-10-27","10:10:00",2021-10-27 10:10:00,"1_2",38379,4,5.125,5.5,6.5,2621,202,0,94206486,11,"TMS-94206486",1,2,"1_2",280.65,1.5637,0.27306507851004,0.00347677256245195,0.000670405296945497
