"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"12",57,134,"25-P3S1C1AA",21.2,22,21,21.2,100,1337.3,720.6,85,616.7,46.1153069617887,NA,25,3,1,1,"AA",7423.42375913584,35801.8516796971,60,"62_134_7_27",2.35384615384615,0.98668071654373,7,27,15,36,134,0,0.9000528,"2021-7-27","15:36:00",2021-07-27 15:36:00,"3_1",29586,4,14.25,18,20.375,1933,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.5637,1.98145316044036,0.0252286451991314,5.53449910403384e-05
"13",58,135,"25-P3S1C2AA",22.5,23,23.3,23.4,94,1341.3,784.64,98,556.66,41.5015283680012,NA,25,3,1,2,"AA",7641.63285566917,39226.9115474172,61,"63_135_7_27",3.12087912087911,0.97613399816043,7,27,15,39,135,0,0.9000528,"2021-7-27","15:39:00",2021-07-27 15:39:00,"3_1",29779,4,15.25,17.875,19.8125,1915,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.5637,2.70172425614509,0.0343994216189412,6.88742536582128e-05
"14",59,136,"25-P3S1C4AA",19.9,22,19.5,20,98.5,1086.9,436.98,70,649.92,59.7957493789677,NA,25,3,1,4,"AA",6948.42835071496,32046.511922065,62,"64_136_7_27",0.657142857142853,0.761994459833794,7,27,15,44,136,0,0.9000528,"2021-7-27","15:44:00",2021-07-27 15:44:00,"3_1",29683,4,14.875,18.25,21.1875,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.5637,0.531965453841454,0.00677319452263927,1.65997926743216e-05
"15",60,137,"25-P3S1C1FS",25.4,24.4,26.2,26.6,99,2287.2,1386.8,98,900.4,39.3669115075201,NA,25,3,1,1,"FS",9012.17804657291,51170.960146036,63,"65_137_7_27",1.03076923076923,0.919319582889265,7,27,15,48,137,0,0.8990659,"2021-7-27","15:48:00",2021-07-27 15:48:00,"3_1",29587,4,14.25,17.875,20.25,1933,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.5637,0.872094024776169,0.0111038459907227,1.7042752809158e-05
"16",61,138,"25-P3S1C2FS",23.1,24,22.9,25,100.5,1273.8,825.18,100,448.62,35.2190296749882,NA,25,3,1,2,"FS",8384.69394828174,44523.924413447,64,"66_138_7_27",3.5032967032967,0.989815269304786,7,27,15,51,138,0,0.9000528,"2021-7-27","15:51:00",2021-07-27 15:51:00,"3_1",29587,4,14.25,17.875,20.25,1933,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.5637,2.96725757081726,0.0377802967857933,6.66441157177308e-05
"17",62,139,"25-P3S1C4FS",21.9,28.9,18.5,23.5,100,1997.4,773.16,35,1224.24,61.2916791829378,NA,25,3,1,4,"FS",8143.32662789345,42399.981650399,65,"67_139_7_27",2.60879120879121,0.974266086289098,7,27,15,55,139,0,0.8990659,"2021-7-27","15:55:00",2021-07-27 15:55:00,"3_1",29780,4,15.25,17.75,19.75,1915,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.5637,2.26307587379975,0.0288143769525792,5.33744540848982e-05
"18",1,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",1383.73080267583,3047.20481130963,2,"1_143_7_27",2.55932838347137,0.999915815373917,7,27,8,22,143,0,0.89837507,"2021-7-27","8:22:00",2021-07-27 08:22:00,"3_1",29557,4,13.6875,17,19.5,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,12.3778604103207,0.00894528067625915,0.00406203756451832
"19",2,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",1496.42729363937,3509.92698256391,4,"2_144_7_27",11.542772479564,0.999783939799129,7,27,8,34,144,0,0.89837507,"2021-7-27","8:34:00",2021-07-27 08:34:00,"3_1",29558,4,13.6875,17.125,19.6875,1924,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,52.3232993706686,0.0349654805101932,0.0149072330081487
"20",3,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",1398.02933773139,3079.10113972214,5,"3_141_7_27",0.822937992216745,0.996140458231731,7,27,8,37,141,0,0.89847376,"2021-7-27","8:37:00",2021-07-27 08:37:00,"3_1",29558,4,13.6875,17.125,19.6875,1924,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,3.92796267106154,0.00280964251968813,0.00127568484853862
"21",4,145,"10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,10,3,1,4,"FS",1657.01865069258,4173.37022084502,6,"4_145_7_27",5.55631496921499,0.99582547232958,7,27,8,41,145,0,0.89847376,"2021-7-27","8:41:00",2021-07-27 08:41:00,"3_1",29751,4,15,19.25,22.75,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,20.0244304629866,0.0120846138060166,0.00479814380305136
"22",5,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",340.861807305562,113.392841588211,7,"5_240+241_7_27",0.637477696123673,0.991836568085393,7,27,8,52,240,241,0.89847376,"2021-7-27","8:52:00",2021-07-27 08:52:00,"3_1",29559,4,13.75,17.25,20,1924,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.416463319637227,0.00122179519884987,0.00367274788958569
"23",6,208,"01-P3S1C1AA-S",0.8,0.9,1,1,41.1,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",270.334054188703,70.4857545236448,8,"6_208+229_7_27",0.190269073569489,0.983729569895976,7,27,8,55,208,229,0.89867114,"2021-7-27","8:55:00",2021-07-27 08:55:00,"3_1",29752,4,15,19.25,23,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.1120002377317,0.00041430310386837,0.00158897692858106
"24",7,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",353.817035289252,110.848020639109,9,"7_232+233_7_27",0.261440471088745,0.99450128739523,7,27,8,57,232,233,0.89867114,"2021-7-27","8:57:00",2021-07-27 08:57:00,"3_1",29752,4,15,19.25,23,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.148870042487275,0.000420754309824487,0.00134301038150204
"25",8,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",272.181205607156,79.3220729104887,10,"8_246+247_7_27",0,0.121976770649525,7,27,9,2,246,247,0.89867114,"2021-7-27","9:2:00",2021-07-27 09:02:00,"3_1",29560,4,13.75,17.375,20.125,1924,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0,0,0
"26",9,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,4,"AA",308.906882157463,88.1341094041142,11,"9_238+239_7_27",0,0.564851741110761,7,27,9,4,238,239,0.89867114,"2021-7-27","9:4:00",2021-07-27 09:04:00,"3_1",29560,4,13.75,17.375,20.125,1924,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0,0,0
"27",11,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",412.426359241151,152.449710506262,13,"11_248+249_7_27",0,0.438245980685427,7,27,9,12,248,249,0.89867114,"2021-7-27","9:12:00",2021-07-27 09:12:00,"3_1",29753,4,15,19.375,23.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0,0,0
"28",47,208,"01-P3S1C1AA-S",0.8,0.9,1,1,41.1,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",270.334054188703,70.4857545236448,49,"47_208+229_7_27",0.241141584215705,0.991912872451127,7,27,11,34,208,229,0.89857245,"2021-7-27","11:34:00",2021-07-27 11:34:00,"3_1",29570,4,14,17.875,20.625,1930,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.158273801513517,0.000585474893233526,0.00224547218914175
"29",48,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",353.817035289252,110.848020639109,50,"48_232+233_7_27",0.551941213909627,0.997778507376946,7,27,11,36,232,233,0.89857245,"2021-7-27","11:36:00",2021-07-27 11:36:00,"3_1",29570,4,14,17.875,20.625,1930,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.350439863314412,0.000990455032861606,0.00316144448312117
"30",49,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",272.181205607156,79.3220729104887,51,"49_246+247_7_27",0.0303650986518541,0.766134796754485,7,27,11,39,246,247,0.89857245,"2021-7-27","11:39:00",2021-07-27 11:39:00,"3_1",29763,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.0183425681898845,6.73910167638786e-05,0.000231241664732883
"31",50,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",340.861807305562,113.392841588211,52,"50_240+241_7_27",1.01946221093094,0.999387923428582,7,27,11,42,240,241,0.89857245,"2021-7-27","11:42:00",2021-07-27 11:42:00,"3_1",29763,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.59872938823395,0.00175651649848006,0.00528013391187647
"32",51,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.645,5.565,90,4.08,42.7027718012059,NA,1,3,1,4,"AA",296.607165603751,82.5339586997026,53,"51_238+299_7_27",0.396086956521812,0.911391835128274,7,27,11,45,238,299,0.89857245,"2021-7-27","11:45:00",2021-07-27 11:45:00,"3_1",29667,4,14.75,18.75,22.25,1918,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.238637126821983,0.000804556175627892,0.00289138108218287
"33",52,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",412.426359241151,152.449710506262,54,"52_248+249_7_27",0.450373526802686,0.986214251763143,7,27,11,48,248,249,0.89867114,"2021-7-27","11:48:00",2021-07-27 11:48:00,"3_1",29571,4,14,17.875,20.625,1930,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.276034822074823,0.000669294810794142,0.00181066150377166
"34",53,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",1398.02933773139,3079.10113972214,55,"53_141_7_27",0.861055157385721,0.98127614282069,7,27,11,56,141,0,0.89867114,"2021-7-27","11:56:00",2021-07-27 11:56:00,"3_1",29764,4,15.25,19.0625,22.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,3.63736735115956,0.00260178184605338,0.00118130817602432
"35",54,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",1383.73080267583,3047.20481130963,56,"54_143_7_27",2.8252411516263,0.99730507321339,7,27,11,59,143,0,0.89867114,"2021-7-27","11:59:00",2021-07-27 11:59:00,"3_1",29668,4,14.75,18.6875,22.25,1918,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,11.9790613818545,0.00865707503127746,0.00393116384477815
"36",55,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",1496.42729363937,3509.92698256391,57,"55_144_7_27",7.92239782016349,0.997270972388333,7,27,12,1,144,0,0.89876983,"2021-7-27","12:1:00",2021-07-27 12:01:00,"3_1",29668,4,14.75,18.6875,22.25,1918,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,31.7901796764078,0.0212440522914367,0.00905721966135773
"37",92,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",1496.42729363937,3509.92698256391,94,"92_144_7_27",8.39739298032055,0.99856841427403,7,27,15,45,144,0,0.89867114,"2021-7-27","15:45:00",2021-07-27 15:45:00,"3_1",29683,4,14.875,18.25,21.1875,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,35.3820851133926,0.0236443730101594,0.0100805758322491
"38",93,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",1398.02933773139,3079.10113972214,95,"93_141_7_27",0.919204368307002,0.999408794286688,7,27,15,48,141,0,0.89857245,"2021-7-27","15:48:00",2021-07-27 15:48:00,"3_1",29587,4,14.25,17.875,20.25,1933,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,4.26604628852815,0.00305147121980341,0.00138548430043228
"39",94,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",1383.73080267583,3047.20481130963,96,"94_143_7_27",2.76737565998674,0.911912524662917,7,27,15,51,143,0,0.89847376,"2021-7-27","15:51:00",2021-07-27 15:51:00,"3_1",29587,4,14.25,17.875,20.25,1933,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,12.889764257277,0.00931522535478075,0.00423002884789265
"40",95,145,"10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,10,3,1,4,"FS",1657.01865069258,4173.37022084502,97,"95_145_7_27",10.1107744330612,0.992135226108054,7,27,15,55,145,0,0.89857245,"2021-7-27","15:55:00",2021-07-27 15:55:00,"3_1",29780,4,15.25,17.75,19.75,1915,202,0,94206490,15,"TMS-94206490",3,1,"3_1",11.661397,41.977806362702,0.0253333336623318,0.0100584908937704
"41",96,229,"01-P3S1C1AA-F",1.3,1.4,0.9,1,40.8,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",270.334054188703,70.4857545236448,98,"96_229+208_7_27",0.220329767626181,0.997811299435366,7,27,16,1,229,208,0.89857245,"2021-7-27","16:1:00",2021-07-27 16:01:00,"3_1",29684,4,14.875,18.3125,21.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.140360569976639,0.000519211574723256,0.00199133244618321
"42",97,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",353.817035289252,110.848020639109,99,"97_232+233_7_27",0.336501186136665,0.992252282324111,7,27,16,4,232,233,0.89857245,"2021-7-27","16:4:00",2021-07-27 16:04:00,"3_1",29588,4,14.25,17.875,20.125,1933,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.218960282869845,0.00061885172569727,0.00197531973604401
"43",98,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",272.181205607156,79.3220729104887,100,"98_246+247_7_27",0,0.142478662466508,7,27,16,7,246,247,0.89867114,"2021-7-27","16:7:00",2021-07-27 16:07:00,"3_1",29588,4,14.25,17.875,20.125,1933,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0,0,0
"44",99,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",340.861807305562,113.392841588211,101,"99_240+241_7_27",0.8789590927501,0.999447893217669,7,27,16,10,240,241,0.89867114,"2021-7-27","16:10:00",2021-07-27 16:10:00,"3_1",29781,4,15.25,17.625,19.375,1914,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.592876323022671,0.00173934512554876,0.00522851632183023
"45",100,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,4,"AA",308.906882157463,88.1341094041142,102,"100_238+239_7_27",0,0.575404085589901,7,27,16,12,238,239,0.89867114,"2021-7-27","16:12:00",2021-07-27 16:12:00,"3_1",29781,4,15.25,17.625,19.375,1914,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0,0,0
"46",101,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",412.426359241151,152.449710506262,103,"101_248+249_7_27",0,0.658844539362332,7,27,16,15,248,249,0.89867114,"2021-7-27","16:15:00",2021-07-27 16:15:00,"3_1",29685,4,14.875,18.375,21.25,1917,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0,0,0
"47",77,530,"01-P3S1C1AA-W",1.2,1.4,1,0.9,38.3,12.6676666666667,8.28,100,7.14766666666667,52.2856681105805,NA,1,3,1,1,"AA",250.078168431998,63.469007331852,80,"80_530+531_7_30",0.230881852230165,0.995451189900953,7,30,16,1,530,531,0.87824231,"2021-7-30","16:1:00",2021-07-30 16:01:00,"3_1",29972,4,15.375,17.875,20.125,1905,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1.306706,0.152652569528463,0.000610419415999411,0.00240515136356723
"48",6,146,"25-P3S2C1AA",23.3,21.8,22,22.2,99.4,1328,813.15,100,514.85,38.7688253012048,NA,25,3,2,1,"AA",7754.51507244074,38911.1355399389,9,"7_146_7_27",2.61758241758242,0.968653052305234,7,27,8,53,146,0,0.8990659,"2021-7-27","8:53:00",2021-07-27 08:53:00,"3_2",29479,4,15.25,19.25,23.125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,1.93930231462415,0.0246919639617589,4.98392629182877e-05
"49",7,147,"25-P3S2C2AA",22,21.2,23.2,20.8,100,1352.2,838.88,96,513.32,37.9618399645023,NA,25,3,2,2,"AA",7595.2537603551,37326.3095148515,10,"8_147_7_27",4.13186813186813,0.984419302907246,7,27,8,56,147,0,0.9000528,"2021-7-27","8:56:00",2021-07-27 08:56:00,"3_2",29479,4,15.25,19.25,23.125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,3.06455955023264,0.0390191840655201,8.21018630039841e-05
"50",8,148,"25-P3S2C4AA",25,23,24,24.8,99.4,1047.3,565.86,80,481.44,45.9696362073904,NA,25,3,2,4,"AA",8477.03758610992,45721.1226073268,11,"9_148_7_27",4.41538461538462,0.994690490126614,7,27,8,59,148,0,0.9000528,"2021-7-27","8:59:00",2021-07-27 08:59:00,"3_2",29383,4,14.625,18.25,22,2092,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,3.442303932656,0.0438287749205499,7.52891385065067e-05
"51",9,149,"25-P3S2C1FS",28,25.5,26.2,24,99.3,2697.5,1569.94,98,1127.56,41.8001853568119,NA,25,3,2,1,"FS",9144.65619122317,52435.2369717568,12,"10_149_7_27",2.11208791208791,0.989898654261505,7,27,9,2,149,0,0.9000528,"2021-7-27","9:2:00",2021-07-27 09:02:00,"3_2",29287,4,13.75,16.8125,20.125,2090,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,1.80002880810794,0.0229186786014553,3.43286101496497e-05
"52",10,150,"25-P3S2C2FS",22.1,21,22,22,100.1,1344.5,866.21,95,478.29,35.5738192636668,NA,25,3,2,2,"FS",7592.54970135671,37278.2693926402,13,"11_150_7_27",10.9454545454546,0.997245497447751,7,27,9,6,150,0,0.9000528,"2021-7-27","9:6:00",2021-07-27 09:06:00,"3_2",29287,4,13.75,16.8125,20.125,2090,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,9.32827340514328,0.118771265835298,0.000250233542412914
"53",11,151,"25-P3S2C4FS",20.3,20.2,20.5,19,100,1086.1,657.18,60,428.92,39.4917595064911,NA,25,3,2,4,"FS",6911.62164759137,31417.5627820717,14,"12_151_7_27",4.74285714285715,0.986853994490358,7,27,9,10,151,0,0.8990659,"2021-7-27","9:10:00",2021-07-27 09:10:00,"3_2",29480,4,15.25,19.3125,23.3125,2051,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,3.48560433396766,0.044380092753079,0.000110944453525743
"54",35,146,"25-P3S2C1AA",23.3,21.8,22,22.2,99.4,1328,813.15,100,514.85,38.7688253012048,NA,25,3,2,1,"AA",7754.51507244074,38911.1355399389,38,"38_146_7_27",1.09010989010988,0.902016572559943,7,27,12,50,146,0,0.9000528,"2021-7-27","12:50:00",2021-07-27 12:50:00,"3_2",29302,4,14.125,17.75,21,2095,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,0.890336829816822,0.0113361205985692,2.28812862298241e-05
"55",36,147,"25-P3S2C2AA",22,21.2,23.2,20.8,100,1352.2,838.88,96,513.32,37.9618399645023,NA,25,3,2,2,"AA",7595.2537603551,37326.3095148515,39,"39_147_7_27",4.85314685314684,0.997162908146822,7,27,12,53,147,0,0.9000528,"2021-7-27","12:53:00",2021-07-27 12:53:00,"3_2",29495,4,15.375,18.9375,22.1875,2050,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1.5637,3.75161631920421,0.0477670625428458,0.000100508632328398
