"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","chambervolume","respiration","correctedArea"
"13",58,135,"25-P3S1C2AA",22.5,23,23.3,23.4,94,1341.3,784.64,98,556.66,41.5015283680012,NA,25,3,1,2,"AA",1406.84018232968,156907.646189669,61,"63_135_7_27",3.12087912087911,0.97613399816043,7,27,15,39,135,0,0.9000528,"2021-7-27","15:39:00",2021-07-27 15:39:00,"3_1",155,4,14.125,18.125,20.6875,1930,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1563.7,2587.45193111176,1.83919393518248
"14",59,136,"25-P3S1C4AA",19.9,22,19.5,20,98.5,1086.9,436.98,70,649.92,59.7957493789677,NA,25,3,1,4,"AA",1278.24456399251,128186.04768826,62,"64_136_7_27",0.657142857142853,0.761994459833794,7,27,15,44,136,0,0.9000528,"2021-7-27","15:44:00",2021-07-27 15:44:00,"3_1",155,4,14.125,18.125,20.6875,1930,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1563.7,544.822624931278,0.426227218388914
"15",60,137,"25-P3S1C1FS",25.4,24.4,26.2,26.6,99,2287.2,1386.8,98,900.4,39.3669115075201,NA,25,3,1,1,"FS",1621.67848066075,204683.840584144,63,"65_137_7_27",1.03076923076923,0.919319582889265,7,27,15,48,137,0,0.8990659,"2021-7-27","15:48:00",2021-07-27 15:48:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1563.7,856.237769780239,0.527994778244431
"16",61,138,"25-P3S1C2FS",23.1,24,22.9,25,100.5,1273.8,825.18,100,448.62,35.2190296749882,NA,25,3,1,2,"FS",1497.17285830647,178095.697653788,64,"66_138_7_27",3.5032967032967,0.989815269304786,7,27,15,51,138,0,0.9000528,"2021-7-27","15:51:00",2021-07-27 15:51:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1563.7,2913.30743316604,1.94587246021908
"17",62,139,"25-P3S1C4FS",21.9,28.9,18.5,23.5,100,1997.4,773.16,35,1224.24,61.2916791829378,NA,25,3,1,4,"FS",1592.56533502706,169599.926601596,65,"67_139_7_27",2.60879120879121,0.974266086289098,7,27,15,55,139,0,0.8990659,"2021-7-27","15:55:00",2021-07-27 15:55:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",1563.7,2167.06659430521,1.36073952298377
"18",1,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",403.412821533343,12188.8192452385,2,"1_143_7_27",2.55932838347137,0.999915815373917,7,27,8,22,143,0,0.89837507,"2021-7-27","8:22:00",2021-07-27 08:22:00,"3_1",126,4,13.5,16.125,18.1875,1922,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,58252.2719500134,144.398662711316
"19",2,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",420.240523949798,14039.7079302556,4,"2_144_7_27",11.542772479564,0.999783939799129,7,27,8,34,144,0,0.89837507,"2021-7-27","8:34:00",2021-07-27 08:34:00,"3_1",127,4,13.5625,16.25,18.5,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,245641.216408575,584.525295418485
"20",3,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",393.458868464312,12316.4045588885,5,"3_141_7_27",0.822937992216745,0.996140458231731,7,27,8,37,141,0,0.89847376,"2021-7-27","8:37:00",2021-07-27 08:37:00,"3_1",127,4,13.5625,16.25,18.5,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,18354.1824825522,46.6482876702954
"21",4,145,"10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,10,3,1,4,"FS",459.14232886392,16693.4808833801,6,"4_145_7_27",5.55631496921499,0.99582547232958,7,27,8,41,145,0,0.89847376,"2021-7-27","8:41:00",2021-07-27 08:41:00,"3_1",127,4,13.5625,16.25,18.5,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,109529.650805441,238.552718666684
"22",5,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",104.807788405142,453.571366352843,7,"5_240+241_7_27",0.637477696123673,0.991836568085393,7,27,8,52,240,241,0.89847376,"2021-7-27","8:52:00",2021-07-27 08:52:00,"3_1",128,4,13.5625,16.375,18.75,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,575.679723576032,5.49271893182881
"23",6,208,"01-P3S1C1AA-S",0.8,0.9,1,1,41.1,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",83.5144123190342,281.943018094579,8,"6_208+229_7_27",0.190269073569489,0.983729569895976,7,27,8,55,208,229,0.89867114,"2021-7-27","8:55:00",2021-07-27 08:55:00,"3_1",128,4,13.5625,16.375,18.75,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,190.935736384091,2.28626091092752
"24",7,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",104.408886577512,443.392082556437,9,"7_232+233_7_27",0.261440471088745,0.99450128739523,7,27,8,57,232,233,0.89867114,"2021-7-27","8:57:00",2021-07-27 08:57:00,"3_1",128,4,13.5625,16.375,18.75,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,237.702366603011,2.27664880255709
"25",8,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",88.6034785212002,317.288291641955,10,"8_246+247_7_27",0,0.121976770649525,7,27,9,2,246,247,0.89867114,"2021-7-27","9:2:00",2021-07-27 09:02:00,"3_1",129,4,13.625,16.5,18.875,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,0,0
"26",9,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,4,"AA",93.8381059972116,352.536437616457,11,"9_238+239_7_27",0,0.564851741110761,7,27,9,4,238,239,0.89867114,"2021-7-27","9:4:00",2021-07-27 09:04:00,"3_1",129,4,13.625,16.5,18.875,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,0,0
"27",11,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",123.714424643491,609.798842025047,13,"11_248+249_7_27",0,0.438245980685427,7,27,9,12,248,249,0.89867114,"2021-7-27","9:12:00",2021-07-27 09:12:00,"3_1",129,4,13.625,16.5,18.875,1923,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,0,0
"28",47,208,"01-P3S1C1AA-S",0.8,0.9,1,1,41.1,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",83.5144123190342,281.943018094579,49,"47_208+229_7_27",0.241141584215705,0.991912872451127,7,27,11,34,208,229,0.89857245,"2021-7-27","11:34:00",2021-07-27 11:34:00,"3_1",139,4,13.8125,17.5,20.375,1927,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,222.662502337578,2.66615660883756
"29",48,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",104.408886577512,443.392082556437,50,"48_232+233_7_27",0.551941213909627,0.997778507376946,7,27,11,36,232,233,0.89857245,"2021-7-27","11:36:00",2021-07-27 11:36:00,"3_1",139,4,13.8125,17.5,20.375,1927,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,461.752729665868,4.42254241762331
"30",49,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",88.6034785212002,317.288291641955,51,"49_246+247_7_27",0.0303650986518541,0.766134796754485,7,27,11,39,246,247,0.89857245,"2021-7-27","11:39:00",2021-07-27 11:39:00,"3_1",139,4,13.8125,17.5,20.375,1927,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,27.4613463086195,0.309935306908394
"31",50,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",104.807788405142,453.571366352843,52,"50_240+241_7_27",1.01946221093094,0.999387923428582,7,27,11,42,240,241,0.89857245,"2021-7-27","11:42:00",2021-07-27 11:42:00,"3_1",139,4,13.8125,17.5,20.375,1927,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,847.302380557295,8.08434557632289
"32",51,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.645,5.565,90,4.08,42.7027718012059,NA,1,3,1,4,"AA",90.8860533547355,330.13583479881,53,"51_238+299_7_27",0.396086956521812,0.911391835128274,7,27,11,45,238,299,0.89857245,"2021-7-27","11:45:00",2021-07-27 11:45:00,"3_1",236,4,14.625,18.75,22.125,1941,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,327.358359725969,3.601854714147
"33",52,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",123.714424643491,609.798842025047,54,"52_248+249_7_27",0.450373526802686,0.986214251763143,7,27,11,48,248,249,0.89867114,"2021-7-27","11:48:00",2021-07-27 11:48:00,"3_1",140,4,13.8125,17.625,20.4375,1927,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,335.509989698155,2.71197146707021
"34",53,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",393.458868464312,12316.4045588885,55,"53_141_7_27",0.861055157385721,0.98127614282069,7,27,11,56,141,0,0.89867114,"2021-7-27","11:56:00",2021-07-27 11:56:00,"3_1",140,4,13.8125,17.625,20.4375,1927,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,17387.5447308158,44.1915181596496
"35",54,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",403.412821533343,12188.8192452385,56,"54_143_7_27",2.8252411516263,0.99730507321339,7,27,11,59,143,0,0.89867114,"2021-7-27","11:59:00",2021-07-27 11:59:00,"3_1",237,4,14.625,18.8125,22.25,1941,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,52580.9553885218,130.340317862644
"36",55,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",420.240523949798,14039.7079302556,57,"55_144_7_27",7.92239782016349,0.997270972388333,7,27,12,1,144,0,0.89876983,"2021-7-27","12:1:00",2021-07-27 12:01:00,"3_1",237,4,14.625,18.8125,22.25,1941,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,140242.697779418,333.720071689639
"37",92,144,"10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,10,3,1,2,"FS",420.240523949798,14039.7079302556,94,"92_144_7_27",8.39739298032055,0.99856841427403,7,27,15,45,144,0,0.89867114,"2021-7-27","15:45:00",2021-07-27 15:45:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,160345.381825901,381.556210521611
"38",93,141,"10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,10,3,1,2,"AA",393.458868464312,12316.4045588885,95,"93_141_7_27",0.919204368307002,0.999408794286688,7,27,15,48,141,0,0.89857245,"2021-7-27","15:48:00",2021-07-27 15:48:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,18391.0059302355,46.7418767354678
"39",94,143,"10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,10,3,1,1,"FS",403.412821533343,12188.8192452385,96,"94_143_7_27",2.76737565998674,0.911912524662917,7,27,15,51,143,0,0.89847376,"2021-7-27","15:51:00",2021-07-27 15:51:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,55549.7012357109,137.699394443068
"40",95,145,"10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,10,3,1,4,"FS",459.14232886392,16693.4808833801,97,"95_145_7_27",10.1107744330612,0.992135226108054,7,27,15,55,145,0,0.89857245,"2021-7-27","15:55:00",2021-07-27 15:55:00,"3_1",156,4,14.125,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",50000,178794.740983001,389.410275949513
"41",96,229,"01-P3S1C1AA-F",1.3,1.4,0.9,1,40.8,7.11,4.93,99.5,2.18,30.7969656403391,NA,1,3,1,1,"AA",83.5144123190342,281.943018094579,98,"96_229+208_7_27",0.220329767626181,0.997811299435366,7,27,16,1,229,208,0.89857245,"2021-7-27","16:1:00",2021-07-27 16:01:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,200.979523548305,2.40652502924335
"42",97,232,"01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,1,3,1,2,"AA",104.408886577512,443.392082556437,99,"97_232+233_7_27",0.336501186136665,0.992252282324111,7,27,16,4,232,233,0.89857245,"2021-7-27","16:4:00",2021-07-27 16:04:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,278.103789480689,2.66360267403319
"43",98,246,"01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,1,3,1,2,"FS",88.6034785212002,317.288291641955,100,"98_246+247_7_27",0,0.142478662466508,7,27,16,7,246,247,0.89867114,"2021-7-27","16:7:00",2021-07-27 16:07:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,0,0
"44",99,240,"01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,1,3,1,1,"FS",104.807788405142,453.571366352843,101,"99_240+241_7_27",0.8789590927501,0.999447893217669,7,27,16,10,240,241,0.89867114,"2021-7-27","16:10:00",2021-07-27 16:10:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,721.750866123894,6.88642396816842
"45",100,238,"01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,1,3,1,4,"AA",93.8381059972116,352.536437616457,102,"100_238+239_7_27",0,0.575404085589901,7,27,16,12,238,239,0.89867114,"2021-7-27","16:12:00",2021-07-27 16:12:00,"3_1",157,4,14.1875,18.125,20.625,1931,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,0,0
"46",101,248,"01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,1,3,1,4,"FS",123.714424643491,609.798842025047,103,"101_248+249_7_27",0,0.658844539362332,7,27,16,15,248,249,0.89867114,"2021-7-27","16:15:00",2021-07-27 16:15:00,"3_1",158,4,14.1875,18.125,20.625,1932,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,0,0
"47",77,530,"01-P3S1C1AA-W",1.2,1.4,1,0.9,38.3,12.6676666666667,8.28,100,7.14766666666667,52.2856681105805,NA,1,3,1,1,"AA",79.3150151297157,253.876029327408,80,"80_530+531_7_30",0.230881852230165,0.995451189900953,7,30,16,1,530,531,0.87824231,"2021-7-30","16:1:00",2021-07-30 16:01:00,"3_1",239,4,14.625,18.875,22.4375,1942,202,0,94206490,15,"TMS-94206490",3,1,"3_1",2000,192.303280221376,2.42455076011615
"48",6,146,"25-P3S2C1AA",23.3,21.8,22,22.2,99.4,1328,813.15,100,514.85,38.7688253012048,NA,25,3,2,1,"AA",1399.93043559833,155644.542159756,9,"7_146_7_27",2.61758241758242,0.968653052305234,7,27,8,53,146,0,0.8990659,"2021-7-27","8:53:00",2021-07-27 08:53:00,"3_2",128,4,13.5,16,18.9375,2092,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,2368.12493864995,1.69160186708692
"49",7,147,"25-P3S2C2AA",22,21.2,23.2,20.8,100,1352.2,838.88,96,513.32,37.9618399645023,NA,25,3,2,2,"AA",1370.82974651802,149305.238059406,10,"8_147_7_27",4.13186813186813,0.984419302907246,7,27,8,56,147,0,0.9000528,"2021-7-27","8:56:00",2021-07-27 08:56:00,"3_2",128,4,13.5,16,18.9375,2092,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,3742.20143097716,2.72988052709138
"50",8,148,"25-P3S2C4AA",25,23,24,24.8,99.4,1047.3,565.86,80,481.44,45.9696362073904,NA,25,3,2,4,"AA",1517.18198867764,182884.490429307,11,"9_148_7_27",4.41538461538462,0.994690490126614,7,27,8,59,148,0,0.9000528,"2021-7-27","8:59:00",2021-07-27 08:59:00,"3_2",225,4,14.375,17.75,21.25,2096,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,3563.7970126321,2.34895816008089
"51",9,149,"25-P3S2C1FS",28,25.5,26.2,24,99.3,2697.5,1569.94,98,1127.56,41.8001853568119,NA,25,3,2,1,"FS",1645.30574495194,209740.947887027,12,"10_149_7_27",2.11208791208791,0.989898654261505,7,27,9,2,149,0,0.9000528,"2021-7-27","9:2:00",2021-07-27 09:02:00,"3_2",129,4,13.5,16.125,18.9375,2091,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,1912.90190168566,1.16264220650463
"52",10,150,"25-P3S2C2FS",22.1,21,22,22,100.1,1344.5,866.21,95,478.29,35.5738192636668,NA,25,3,2,2,"FS",1370.23138550283,149113.077570561,13,"11_150_7_27",10.9454545454546,0.997245497447751,7,27,9,6,150,0,0.9000528,"2021-7-27","9:6:00",2021-07-27 09:06:00,"3_2",129,4,13.5,16.125,18.9375,2091,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,9913.21464176943,7.23470119474135
"53",11,151,"25-P3S2C4FS",20.3,20.2,20.5,19,100,1086.1,657.18,60,428.92,39.4917595064911,NA,25,3,2,4,"FS",1258.20687724028,125670.251128287,14,"12_151_7_27",4.74285714285715,0.986853994490358,7,27,9,10,151,0,0.8990659,"2021-7-27","9:10:00",2021-07-27 09:10:00,"3_2",129,4,13.5,16.125,18.9375,2091,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,4290.85946062686,3.4102972557568
"54",35,146,"25-P3S2C1AA",23.3,21.8,22,22.2,99.4,1328,813.15,100,514.85,38.7688253012048,NA,25,3,2,1,"AA",1399.93043559833,155644.542159756,38,"38_146_7_27",1.09010989010988,0.902016572559943,7,27,12,50,146,0,0.9000528,"2021-7-27","12:50:00",2021-07-27 12:50:00,"3_2",144,4,13.9375,17.375,21,2093,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,890.336829816822,0.635986479882689
"55",36,147,"25-P3S2C2AA",22,21.2,23.2,20.8,100,1352.2,838.88,96,513.32,37.9618399645023,NA,25,3,2,2,"AA",1370.82974651802,149305.238059406,39,"39_147_7_27",4.85314685314684,0.997162908146822,7,27,12,53,147,0,0.9000528,"2021-7-27","12:53:00",2021-07-27 12:53:00,"3_2",144,4,13.9375,17.375,21,2093,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,3963.7612896354,2.89150516298874
"56",37,148,"25-P3S2C4AA",25,23,24,24.8,99.4,1047.3,565.86,80,481.44,45.9696362073904,NA,25,3,2,4,"AA",1517.18198867764,182884.490429307,40,"40_148_7_27",4.55594405594404,0.996401673689278,7,27,12,56,148,0,0.9000528,"2021-7-27","12:56:00",2021-07-27 12:56:00,"3_2",144,4,13.9375,17.375,21,2093,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,3721.02374668222,2.45258892766413
"57",38,149,"25-P3S2C1FS",28,25.5,26.2,24,99.3,2697.5,1569.94,98,1127.56,41.8001853568119,NA,25,3,2,1,"FS",1645.30574495194,209740.947887027,41,"41_149_7_27",1.24835164835165,0.953775202506946,7,27,12,59,149,0,0.9000528,"2021-7-27","12:59:00",2021-07-27 12:59:00,"3_2",241,4,14.8125,18.75,22.75,2095,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,941.150098019777,0.572021401437013
"58",39,150,"25-P3S2C2FS",22.1,21,22,22,100.1,1344.5,866.21,95,478.29,35.5738192636668,NA,25,3,2,2,"FS",1370.23138550283,149113.077570561,42,"42_150_7_27",11.1428571428571,0.997028361665866,7,27,13,3,150,0,0.9000528,"2021-7-27","13:3:00",2021-07-27 13:03:00,"3_2",145,4,14,17.4375,21.125,2093,202,0,94206500,10,"TMS-94206500",3,2,"3_2",1563.7,9046.97101265485,6.60251334801743
