"","V1","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot...16","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP","Date","Time","DateTime","Loc...36","ReadIndex","TimeZone","T1","T2","T3","Soil_moist","Shake","Err_flag","Code_sens","Sensornumber","Serial","Plot...48","Subplot","Loc...50","T3K","chambervolume","respiration","RespCorrectedArea","RespCorrectedVolume"
"11",34,149,"25-P3S2C1FS",28,25.5,26.2,24,99.3,2697.5,1569.94,98,1127.56,41.8001853568119,NA,25,3,2,1,"FS",9144.65619122317,52435.2369717568,36,"39_149_12_8",5.2989010989011,0.94838174964372,12,8,13,37,149,0,0.8852493,"2021-12-8","13:37:00",2021-12-08 13:37:00,"3_2",42294,4,3.5,1.8125,-0.875,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.275,1.5637,0.327104763930974,0.00416482720708177,0.000726341962087998
"12",35,150,"25-P3S2C2FS",22.1,21,22,22,100.1,1344.5,866.21,95,478.29,35.5738192636668,NA,25,3,2,2,"FS",7592.54970135671,37278.2693926402,37,"40_150_12_8",1.89383561643839,0.840522548868698,12,8,13,40,150,0,0.8852493,"2021-12-8","13:40:00",2021-12-08 13:40:00,"3_2",42294,4,3.5,1.8125,-0.875,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.275,1.5637,0.116907758925265,0.00148851581750012,0.000303169393583935
"13",36,150,"25-P3S2C2FS",22.1,21,22,22,100.1,1344.5,866.21,95,478.29,35.5738192636668,NA,25,3,2,2,"FS",7592.54970135671,37278.2693926402,38,"0_150_12_8",0,0.858960763520676,12,8,13,40,150,0,0.8832755,"2021-12-8","13:40:00",2021-12-08 13:40:00,"3_2",42294,4,3.5,1.8125,-0.875,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.275,1.5637,0,0,0
"14",37,151,"25-P3S2C4FS",20.3,20.2,20.5,19,100,1086.1,657.18,60,428.92,39.4917595064911,NA,25,3,2,4,"FS",6911.62164759137,31417.5627820717,39,"41_151_12_8",0,0.49636803874092,12,8,13,42,151,0,0.8852493,"2021-12-8","13:42:00",2021-12-08 13:42:00,"3_2",42294,4,3.5,1.8125,-0.875,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.275,1.5637,0,0,0
"15",1,153,"10-P3S2C2AA",8,8.3,9,8.7,39.5,164.3,121.32,98,42.98,26.1594643944005,NA,10,3,2,2,"AA",1168.5135971752,2242.69496535361,2,"2_153_12_8",0.140461222006553,0.973781900840352,12,8,10,27,153,0,0.88386764,"2021-12-8","10:27:00",2021-12-08 10:27:00,"3_2",42290,4,3.5,1.75,-0.75,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.4,11.661397,0.0521216498516753,4.46050863059495e-05,2.32406326570842e-05
"16",2,157,"10-P3S2C4FS",11.1,10.9,10.4,10.8,40,270.4,184.36,90,86.04,31.8195266272189,NA,10,3,2,4,"FS",1540.46550625552,3664.77255016761,3,"3_157_12_8",0.505428432327165,0.998490457249351,12,8,10,30,157,0,0.88337419,"2021-12-8","10:30:00",2021-12-08 10:30:00,"3_2",42286,4,3.5,1.6875,-0.875,2115,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.275,11.661397,0.159218344116443,0.00010335729262998,4.34456277809549e-05
"17",3,156,"10-P3S2C2FS",11.4,12.3,12,11,40,437.3,263.9,98,173.4,39.652412531443,NA,10,3,2,2,"FS",1681.29429070118,4282.48820567971,5,"4_156_12_8",0.857142857142854,0.997018346320413,12,8,10,33,156,0,0.88337419,"2021-12-8","10:33:00",2021-12-08 10:33:00,"3_2",42282,4,3.5,1.5625,-1.1875,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",272.9625,11.661397,0.249441668026756,0.000148362882932724,5.82469013448608e-05
"18",4,154,"10-P3S2C4AA",11.6,12,11.8,11.6,39.3,266.3,168.74,90,97.56,36.6353736387533,NA,10,3,2,4,"AA",1667.5821165702,4261.48325539842,6,"5_154_12_8",0.423431698260697,0.996190719031901,12,8,10,35,154,0,0.8832755,"2021-12-8","10:35:00",2021-12-08 10:35:00,"3_2",42282,4,3.5,1.5625,-1.1875,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",272.9625,11.661397,0.123562063176517,7.40965389042748e-05,2.89950835826913e-05
"19",5,152,"10-P3S2C1AA",12,12,13,11.1,39,430.1,234.08,95,196.02,45.5754475703325,NA,10,3,2,1,"AA",1700.46782977273,4429.19992810388,7,"6_152_12_8",0.146804768418996,0.990215718022659,12,8,10,41,152,0,0.88317681,"2021-12-8","10:41:00",2021-12-08 10:41:00,"3_2",42291,4,3.5,1.8125,-0.8125,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.3375,11.661397,0.041806208625429,2.45851217491227e-05,9.43877208164907e-06
"20",6,225,"01-P3S2C4FS-F",1.7,1.4,1.3,1.2,41.4,14.235,8.01,65,6.225,45.6680542364661,NA,1,3,2,4,"FS",385.492205416769,135.018714567513,8,"7_225+226_12_8",0,0.904029298219737,12,8,10,48,225,226,0.88337419,"2021-12-8","10:48:00",2021-12-08 10:48:00,"3_2",42283,4,3.5,1.625,-1.125,2114,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.025,1.306706,0,0,0
"21",7,221,"01-P3S2C2FS-S",1.2,1.1,1.1,1,43.1,8.345,5.52,98,2.825,33.7643404132351,NA,1,3,2,2,"FS",299.386396767131,79.6366248749294,9,"8_221+217_12_8",0,0.980039584805673,12,8,10,55,221,217,0.88337419,"2021-12-8","10:55:00",2021-12-08 10:55:00,"3_2",42292,4,3.5,1.8125,-0.8125,2113,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.3375,1.306706,0,0,0
"22",8,198,"01-P3S2C2AA-S",1.5,1.4,0.8,0.8,46.3,7.835,5.95,96,1.885,24.1101384066122,NA,1,3,2,2,"AA",316.758060674925,90.3400964955567,10,"9_198+199_12_8",0,0.988433002380202,12,8,10,59,198,199,0.88337419,"2021-12-8","10:59:00",2021-12-08 10:59:00,"3_2",42288,4,3.5,1.75,-0.75,2114,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.4,1.306706,0,0,0
"23",9,213,"01-P3S2C4AA-S",1.1,1,0.9,0.8,44.5,7.27,4.51,82.5,2.76,37.7761584127632,NA,1,3,2,4,"AA",282.814183980914,69.8906845151774,11,"10_213+214_12_8",0,0.956781378262194,12,8,11,5,213,214,0.8832755,"2021-12-8","11:5:00",2021-12-08 11:05:00,"3_2",42284,4,3.5,1.625,-1,2115,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.15,1.306706,0,0,0
"24",10,218,"01-P3S2C1FS-F",1.7,1.7,1.2,1.1,43.8,10.415,7.17,96,3.245,30.3338450842941,NA,1,3,2,1,"FS",328.050522804632,109.157320192702,12,"11_218+219_12_8",0,0.960960338010045,12,8,11,11,218,219,0.8832755,"2021-12-8","11:11:00",2021-12-08 11:11:00,"3_2",42293,4,3.5,1.8125,-0.875,2114,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.275,1.306706,0,0,0
"25",11,195,"01-P3S2C1AA-F",1.3,1.2,0.8,0.8,41.1,6.71,4.815,100,1.895,28.2204612713087,NA,1,3,2,1,"AA",252.553603188401,63.8946931364135,13,"12_195+194_12_8",0,0.591280154693055,12,8,11,18,195,194,0.88337419,"2021-12-8","11:18:00",2021-12-08 11:18:00,"3_2",42285,4,3.5,1.6875,-0.875,2114,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.275,1.306706,0,0,0
"26",47,198,"01-P3S2C2AA-S",1.5,1.4,0.8,0.8,46.3,7.835,5.95,96,1.885,24.1101384066122,NA,1,3,2,2,"AA",316.758060674925,90.3400964955567,52,"50_198+199_12_8",0.0557054622703817,0.922667287871984,12,8,14,45,198,199,0.88307812,"2021-12-8","14:45:00",2021-12-08 14:45:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,1.306706,0.00266896273281996,8.42587155361771e-06,2.95435010184125e-05
"27",48,225,"01-P3S2C4FS-F",1.7,1.4,1.3,1.2,41.4,14.235,8.01,65,6.225,45.6680542364661,NA,1,3,2,4,"FS",385.492205416769,135.018714567513,53,"51_225+226_12_8",0.185908590950555,0.987554549403637,12,8,14,47,225,226,0.88307812,"2021-12-8","14:47:00",2021-12-08 14:47:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,1.306706,0.0085800864930275,2.22574837375798e-05,6.35473868975195e-05
"28",49,221,"01-P3S2C2FS-S",1.2,1.1,1.1,1,43.1,8.345,5.52,98,2.825,33.7643404132351,NA,1,3,2,2,"FS",299.386396767131,79.6366248749294,54,"52_221+217_12_8",0,0.497744460812567,12,8,14,50,221,217,0.88307812,"2021-12-8","14:50:00",2021-12-08 14:50:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,1.306706,0,0,0
"29",50,213,"01-P3S2C4AA-S",1.1,1,0.9,0.8,44.5,7.27,4.51,82.5,2.76,37.7761584127632,NA,1,3,2,4,"AA",282.814183980914,69.8906845151774,55,"53_213+214_12_8",0.0680892370572254,0.914766087372917,12,8,14,54,213,214,0.88307812,"2021-12-8","14:54:00",2021-12-08 14:54:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,1.306706,0.00331714008000245,1.17290442555254e-05,4.74618341916812e-05
"30",51,194,"01-P3S2C1AA-S",1.2,1.1,0.9,0.8,37.2,6.71,4.815,100,1.895,28.2204612713087,NA,1,3,2,1,"AA",252.553603188401,63.8946931364135,56,"54_194+195_12_8",0.0454942950306409,0.878842734591922,12,8,14,57,194,195,0.88307812,"2021-12-8","14:57:00",2021-12-08 14:57:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,1.306706,0.00222711490687854,8.81838500327057e-06,3.48560232087461e-05
"31",52,218,"01-P3S2C1FS-F",1.7,1.7,1.2,1.1,43.8,10.415,7.17,96,3.245,30.3338450842941,NA,1,3,2,1,"FS",328.050522804632,109.157320192702,57,"55_218+219_12_8",0.496336374044394,0.964173620239566,12,8,15,0,218,219,0.88317681,"2021-12-8","15:0:00",2021-12-08 15:00:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,1.306706,0.023415223204965,7.1376881233961e-05,0.000214508959762192
"32",56,157,"10-P3S2C4FS",11.1,10.9,10.4,10.8,40,270.4,184.36,90,86.04,31.8195266272189,NA,10,3,2,4,"FS",1540.46550625552,3664.77255016761,61,"60_157_12_8",0.340035166645547,0.969434694347631,12,8,15,48,157,0,0.88337419,"2021-12-8","15:48:00",2021-12-08 15:48:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,11.661397,0.107141224596565,6.95512000505598e-05,2.92354363415171e-05
"33",57,155,"10-P3S2C1FS",10.3,11,9.4,10.4,40.1,370.3,241.73,100,128.57,34.7204968944099,NA,10,3,2,1,"FS",1460.53786347031,3326.52427228922,62,"61_155_12_8",0.0321957296404531,0.752188809028194,12,8,15,54,155,0,0.88337419,"2021-12-8","15:54:00",2021-12-08 15:54:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,11.661397,0.0105736106763858,7.23953205243331e-06,3.17857613860407e-06
"34",58,152,"10-P3S2C1AA",12,12,13,11.1,39,430.1,234.08,95,196.02,45.5754475703325,NA,10,3,2,1,"AA",1700.46782977273,4429.19992810388,63,"62_152_12_8",0.151441364326692,0.979748487253697,12,8,15,58,152,0,0.88347288,"2021-12-8","15:58:00",2021-12-08 15:58:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,11.661397,0.0431607867769799,2.5381713209328e-05,9.74460116444931e-06
"35",59,154,"10-P3S2C4AA",11.6,12,11.8,11.6,39.3,266.3,168.74,90,97.56,36.6353736387533,NA,10,3,2,4,"AA",1667.5821165702,4261.48325539842,65,"64_154_12_8",0.2051528127192,0.995352648885684,12,8,16,9,154,0,0.88357157,"2021-12-8","16:9:00",2021-12-08 16:09:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,11.661397,0.0598311336417456,3.58789729436553e-05,1.40399785839712e-05
"36",60,156,"10-P3S2C2FS",11.4,12.3,12,11,40,437.3,263.9,98,173.4,39.652412531443,NA,10,3,2,2,"FS",1681.29429070118,4282.48820567971,66,"65_156_12_8",0.748449485625655,0.984814408565287,12,8,16,12,156,0,0.88357157,"2021-12-8","16:12:00",2021-12-08 16:12:00,"3_2",42299,4,3.5,1.8125,-0.9375,1959,202,0,94206500,10,"TMS-94206500",3,2,"3_2",273.2125,11.661397,0.217659554071281,0.000129459521319439,5.08254882716565e-05
"37",7,170,"25-P3S4C1AA",20.6,21.7,20.3,21,101,996,628.85,100,367.15,36.8624497991968,NA,25,3,4,1,"AA",7317.84596608257,34651.6995557531,7,"11_170_12_8",1.98681318681319,0.992465570425785,12,8,10,51,170,0,0.8852493,"2021-12-8","10:51:00",2021-12-08 10:51:00,"3_4",42246,4,4.3125,2.5,-1.4375,2361,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.7125,1.5637,0.122900301312019,0.00156481523690329,0.000330462200003004
"38",8,171,"25-P3S4C2AA",22.3,22,20.9,18,99,1034.75,634.76,99,399.99,38.6557139405654,NA,25,3,4,2,"AA",7152.22113563732,33686.9072888571,8,"12_171_12_8",1.7120879120879,0.951392579701963,12,8,10,53,171,0,0.8852493,"2021-12-8","10:53:00",2021-12-08 10:53:00,"3_4",42255,4,4.125,2.3125,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.5637,0.105833579191988,0.001347514981881,0.000286097059945458
"39",9,172,"25-P3S4C4AA",23.7,23.6,24.8,24.2,99.3,966.4,604.46,95,361.94,37.4524006622516,NA,25,3,4,4,"AA",8421.23552316689,45208.1601518062,9,"13_172_12_8",2.12747252747252,0.851391084700796,12,8,10,55,172,0,0.8852493,"2021-12-8","10:55:00",2021-12-08 10:55:00,"3_4",42255,4,4.125,2.3125,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.5637,0.131510789034461,0.00167444737157999,0.000311910850604688
"40",10,173,"25-P3S4C1FS",26.5,26.2,26.5,26.6,99.4,2881.8,NA,97,2881.8,100,NA,25,3,4,1,"FS",9358.60841834657,54617.2321782529,10,"14_173_12_8",1.2153846153846,0.930344838076694,12,8,10,58,173,0,0.8852493,"2021-12-8","10:58:00",2021-12-08 10:58:00,"3_4",42255,4,4.125,2.3125,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.5637,0.0751296139835292,0.000956579955045172,0.000163909024003451
"41",11,175,"25-P3S4C4FS",27.5,27.3,23,25,103,2307,884.91,5,1422.09,61.6423927178154,NA,25,3,4,4,"FS",9359.27740011382,53508.9360168314,11,"16_175_12_8",3.45494505494503,0.956962731187458,12,8,11,2,175,0,0.8852493,"2021-12-8","11:2:00",2021-12-08 11:02:00,"3_4",42247,4,4.25,2.5,-1.25,2366,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.5637,0.213569173927863,0.00271924717781378,0.000475625018008774
"42",38,170,"25-P3S4C1AA",20.6,21.7,20.3,21,101,996,628.85,100,367.15,36.8624497991968,NA,25,3,4,1,"AA",7317.84596608257,34651.6995557531,41,"50_170_12_8",0,0.974731593550202,12,8,14,12,170,0,0.8852493,"2021-12-8","14:12:00",2021-12-08 14:12:00,"3_4",42259,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,0,0,0
"43",39,171,"25-P3S4C2AA",22.3,22,20.9,18,99,1034.75,634.76,99,399.99,38.6557139405654,NA,25,3,4,2,"AA",7152.22113563732,33686.9072888571,42,"52_171_12_8",0,0.506979194100606,12,8,14,15,171,0,0.8852493,"2021-12-8","14:15:00",2021-12-08 14:15:00,"3_4",42260,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,0,0,0
"44",40,173,"25-P3S4C1FS",26.5,26.2,26.5,26.6,99.4,2881.8,NA,97,2881.8,100,NA,25,3,4,1,"FS",9358.60841834657,54617.2321782529,43,"54_173_12_8",1.4010989010989,0.91214510155987,12,8,14,22,173,0,0.8852493,"2021-12-8","14:22:00",2021-12-08 14:22:00,"3_4",42260,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,0.0866493255111572,0.00110325347765435,0.000189041386239583
"45",41,173,"25-P3S4C1FS",26.5,26.2,26.5,26.6,99.4,2881.8,NA,97,2881.8,100,NA,25,3,4,1,"FS",9358.60841834657,54617.2321782529,44,"0_173_12_8",NA,0,12,8,14,24,173,0,0.8852493,"2021-12-8","14:24:00",2021-12-08 14:24:00,"3_4",42260,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,NA,NA,NA
"46",42,174,"25-P3S4C2FS",21.2,21.5,21.8,22,99,1317.9,821.78,95,496.12,37.6447378405038,NA,25,3,4,2,"FS",7460.47008782352,36363.08477179,45,"55_174_12_8",5.91891891891894,0.924347451801694,12,8,14,26,174,0,0.8852493,"2021-12-8","14:26:00",2021-12-08 14:26:00,"3_4",42260,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,0.366048629170505,0.00466067589955985,0.00095621241585865
"47",43,174,"25-P3S4C2FS",21.2,21.5,21.8,22,99,1317.9,821.78,95,496.12,37.6447378405038,NA,25,3,4,2,"FS",7460.47008782352,36363.08477179,46,"0_174_12_8",44.6258064516129,0.863823582062362,12,8,14,26,174,0,0,"2021-12-8","14:26:00",2021-12-08 14:26:00,"3_4",42260,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,0,0,0
"48",44,175,"25-P3S4C4FS",27.5,27.3,23,25,103,2307,884.91,5,1422.09,61.6423927178154,NA,25,3,4,4,"FS",9359.27740011382,53508.9360168314,47,"56_175_12_8",15.8285714285714,0.947525058143125,12,8,14,33,175,0,0.8852493,"2021-12-8","14:33:00",2021-12-08 14:33:00,"3_4",42261,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,0.978899517382515,0.0124637357585358,0.00218003886994056
"49",45,175,"25-P3S4C4FS",27.5,27.3,23,25,103,2307,884.91,5,1422.09,61.6423927178154,NA,25,3,4,4,"FS",9359.27740011382,53508.9360168314,48,"0_175_12_8",0,0.828467221198753,12,8,14,34,175,0,0.8852493,"2021-12-8","14:34:00",2021-12-08 14:34:00,"3_4",42261,4,4,2.25,-1.375,2374,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.775,1.5637,0,0,0
"50",12,284,"01-P3S4C4AA-S",1.3,1.3,1.1,1.1,37,11.115,NA,95,11.115,100,NA,1,3,4,4,"AA",308.63564165219,95.5380578904619,14,"13_284+286_12_8",0.170941567917804,0.983932084854376,12,8,11,29,284,286,0.88386764,"2021-12-8","11:29:00",2021-12-08 11:29:00,"3_4",42253,4,4.125,2.375,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.306706,0.0081717990544346,2.64771722756623e-05,8.55344899705193e-05
"51",13,297,"01-P3S4C4FS-F",1.4,1.4,1.1,1,33.1,11.88,7.285,55,4.595,38.7235700923984,NA,1,3,4,4,"FS",270.801688800612,80.9928111535759,15,"14_297+296_12_8",0.220296321525888,0.985867498337537,12,8,11,32,297,296,0.88386764,"2021-12-8","11:32:00",2021-12-08 11:32:00,"3_4",42249,4,4.25,2.375,-1.1875,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9625,1.306706,0.0106552165794462,3.93469354886168e-05,0.000131557559586888
"52",14,289,"01-P3S4C1FS-F",1.2,1,0.8,0.8,42.2,9.125,NA,100,9.125,100,NA,1,3,4,1,"FS",284.534291620765,80.9521667986201,16,"15_289+288_12_8",0.11228989916466,0.98915755220615,12,8,11,34,289,288,0.88376895,"2021-12-8","11:34:00",2021-12-08 11:34:00,"3_4",42249,4,4.25,2.375,-1.1875,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9625,1.306706,0.00543077280063245,1.90865317839114e-05,6.70861944207406e-05
"53",15,178,"10-P3S4C4AA",13.8,13,13.5,12,39,373.05,228.38,84,258.86,76.5716044316783,NA,10,3,4,4,"AA",3340.16120084215,8580.73215301563,17,"16_178+177_12_8",0.0599666766187462,0.817374157834692,12,8,11,37,178,177,0.88376895,"2021-12-8","11:37:00",2021-12-08 11:37:00,"3_4",42249,4,4.25,2.375,-1.1875,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9625,11.661397,0.00728906991613575,2.18225093875648e-06,8.494694608984e-07
"54",16,281,"01-P3S4C2AA-F",1.2,1.2,0.9,0.8,38.5,7.655,NA,100,7.655,100,NA,1,3,4,2,"AA",267.426923713089,73.3684275827013,18,"17_281+280_12_8",0.0767372874683739,0.951191033649718,12,8,11,39,281,280,0.88376895,"2021-12-8","11:39:00",2021-12-08 11:39:00,"3_4",42258,4,4.0625,2.25,-1.25,2375,202,0,94206498,8,"TMS-94206498",3,4,"3_4",272.9,1.306706,0.00373512843037742,1.39669124503884e-05,5.09092064998553e-05
